general_possession_pct_home,general_possession_pct_away,general_shots_home,general_shots_away,general_shots_on_goal_home,general_shots_on_goal_away,general_blocked_shots_home,general_blocked_shots_away,general_total_passes_home,general_total_passes_away,general_passing_accuracy_pct_home,general_passing_accuracy_pct_away,general_corners_home,general_corners_away,general_total_crosses_home,general_total_crosses_away,general_offsides_home,general_offsides_away,general_aerial_duels_won_home,general_aerial_duels_won_away,general_expected_goals_home,general_expected_goals_away,general_goalkeeper_saves_home,general_goalkeeper_saves_away,general_clearances_home,general_clearances_away,general_fouls_home,general_fouls_away,general_yellow_cards_home,general_yellow_cards_away,general_red_cards_home,general_red_cards_away,general_overall_pct_home,general_overall_pct_away,general_open_play_pass_pct_home,general_open_play_pass_pct_away,general_set_piece_cross_pct_home,general_set_piece_cross_pct_away,general_open_play_cross_pct_home,general_open_play_cross_pct_away,general_goals_conceded_home,general_goals_conceded_away,general_shots_against_home,general_shots_against_away,general_clean_sheets_home,general_clean_sheets_away,general_xg_conceded_home,general_xg_conceded_away,general_interceptions_home,general_interceptions_away,shooting_goals_home,shooting_goals_away,shooting_on_target_home,shooting_on_target_away,shooting_off_target_home,shooting_off_target_away,shooting_blocked_home,shooting_blocked_away,passing_overall_pct_home,passing_overall_pct_away,passing_open_play_pass_pct_home,passing_open_play_pass_pct_away,passing_set_piece_cross_pct_home,passing_set_piece_cross_pct_away,passing_open_play_cross_pct_home,passing_open_play_cross_pct_away,possession_0_5_home,possession_0_5_away,possession_6_10_home,possession_6_10_away,possession_11_15_home,possession_11_15_away,possession_16_20_home,possession_16_20_away,possession_21_25_home,possession_21_25_away,possession_26_30_home,possession_26_30_away,possession_31_35_home,possession_31_35_away,possession_36_40_home,possession_36_40_away,possession_41_45_home,possession_41_45_away,possession_46_50_home,possession_46_50_away,possession_51_55_home,possession_51_55_away,possession_56_60_home,possession_56_60_away,possession_61_65_home,possession_61_65_away,possession_66_70_home,possession_66_70_away,possession_71_75_home,possession_71_75_away,possession_76_80_home,possession_76_80_away,possession_81_85_home,possession_81_85_away,possession_86_90_home,possession_86_90_away,xg_total_team_xg_home,xg_total_team_xg_away,xg_shots_home,xg_shots_away,xg_shots_on_target_home,xg_shots_on_target_away,match_id
58.8,41.2,15,4,4,1,3,1,616,363,90.9,85.4,4,7,8,4,1,0,6,5,1.3,0.6,0,4,6,7,9,11,1,2,0,0,90.9,85.4,90.9,86.5,0.0,12.5,37.5,25.0,1,0,15,4,0,0,0.6,1.3,1,1,0,1,4,1,6,2,3,1,90.9,85.4,90.9,86.5,0.0,12.5,37.5,25.0,69.62,30.38,66.63,33.37,40.37,59.63,44.89,55.11,72.33,27.67,92.34,7.66,30.3,69.7,83.37,16.63,42.94,57.06,49.07,50.93,49.2,50.8,57.2,42.8,47.49,52.51,76.66,23.34,63.35,36.65,55.36,44.64,37.88,62.12,61.8,38.2,1.3,0.6,15,4,4,1,5cd86fea
53.9,46.1,14,9,4,6,3,1,448,421,85.5,85.3,4,4,10,4,0,1,5,6,1.1,2.1,4,3,5,5,8,16,2,3,0,0,85.5,85.3,84.9,85.4,25.0,60.0,50.0,50.0,2,1,14,9,0,0,2.1,1.1,0,1,1,2,4,6,4,2,3,1,85.5,85.3,84.9,85.4,25.0,60.0,50.0,50.0,66.59,33.41,32.81,67.19,42.54,57.46,59.74,40.26,59.06,40.94,47.31,52.69,57.91,42.09,47.61,52.39,54.89,45.11,72.95,27.05,27.9,72.1,56.25,43.75,50.65,49.35,66.02,33.98,55.07,44.93,41.34,58.66,60.98,39.02,51.86,48.14,1.2,2.1,14,9,4,6,a4a542c6
43.8,56.2,7,9,0,5,2,2,421,533,79.8,85.7,2,8,8,12,0,2,24,24,0.5,1.5,4,0,10,9,15,15,2,2,0,0,79.8,85.7,78.9,86.0,25.0,50.0,25.0,8.3,1,0,7,9,0,0,1.5,0.5,0,1,0,1,0,5,5,2,2,2,79.8,85.7,78.9,86.0,25.0,50.0,25.0,8.3,38.3,61.7,41.61,58.39,26.84,73.16,39.91,60.09,24.41,75.59,54.63,45.37,18.46,81.54,43.2,56.8,51.8,48.2,19.02,80.98,57.17,42.83,42.36,57.64,52.82,47.18,52.6,47.4,62.12,37.88,53.25,46.75,65.01,34.99,62.34,37.66,0.5,1.5,7,9,0,5,7c89676f
57.4,42.6,23,6,12,2,9,0,685,453,86.7,81.0,5,3,13,6,0,0,21,22,4.3,0.5,2,7,5,14,9,19,1,4,0,1,86.7,81.0,86.7,80.6,80.0,0.0,15.4,50.0,0,5,23,6,0,0,0.5,4.3,3,2,5,0,12,2,2,4,9,0,86.7,81.0,86.7,80.6,80.0,0.0,15.4,50.0,60.12,39.88,40.43,59.57,39.63,60.37,42.73,57.27,60.62,39.38,48.69,51.31,30.7,69.3,37.2,62.8,68.37,31.63,58.71,41.29,67.66,32.34,68.23,31.77,55.76,44.24,64.96,35.04,85.58,14.42,66.42,33.58,58.59,41.41,78.57,21.43,4.3,0.5,23,6,12,2,a017f1c3
46.7,53.3,9,16,3,2,4,7,366,450,79.2,82.7,5,6,12,14,2,0,9,8,2.0,1.4,2,2,3,8,9,18,2,4,0,0,79.2,82.7,78.0,82.9,20.0,14.3,41.7,35.7,0,0,9,16,0,0,1.4,2.0,2,2,0,0,3,2,3,6,4,7,79.2,82.7,78.0,82.9,20.0,14.3,41.7,35.7,34.86,65.14,55.72,44.28,52.8,47.2,47.38,52.62,70.6,29.4,40.62,59.38,41.02,58.98,68.73,31.27,28.18,71.82,35.42,64.58,50.93,49.07,59.26,40.74,30.43,69.57,40.46,59.54,59.87,40.13,39.14,60.86,47.91,52.09,45.88,54.12,2.0,1.4,9,16,3,2,71d86e5c
42.6,57.4,12,8,5,3,4,2,435,568,88.5,92.6,9,2,12,10,6,1,2,4,2.1,2.3,1,5,14,18,11,6,2,2,0,0,88.5,92.6,88.6,92.7,42.9,0.0,16.7,20.0,2,0,12,8,0,0,2.3,2.1,1,1,0,2,5,3,3,3,4,2,88.5,92.6,88.6,92.7,42.9,0.0,16.7,20.0,29.81,70.19,21.48,78.52,58.07,41.93,30.04,69.96,35.98,64.02,11.26,88.74,13.44,86.56,73.38,26.62,15.32,84.68,54.09,45.91,54.17,45.83,58.47,41.53,70.41,29.59,64.05,35.95,25.44,74.56,77.79,22.21,17.58,82.42,28.53,71.47,2.1,2.3,12,8,5,3,642975d2
61.1,38.9,23,10,6,5,5,1,594,354,86.4,78.3,2,3,23,3,0,1,10,12,2.0,2.4,3,5,1,14,12,8,1,2,0,0,86.4,78.3,86.2,79.3,0.0,100.0,39.1,33.3,2,1,23,10,0,0,2.4,2.0,1,4,1,2,6,5,10,3,5,1,86.4,78.3,86.2,79.3,0.0,100.0,39.1,33.3,63.8,36.2,57.96,42.04,49.51,50.49,49.73,50.27,48.41,51.59,77.37,22.63,69.63,30.37,57.37,42.63,56.09,43.91,79.42,20.58,61.78,38.22,74.37,25.63,57.55,42.45,65.5,34.5,69.07,30.93,60.82,39.18,65.6,34.4,53.17,46.83,2.0,2.4,23,10,6,5,4b25b9e0
55.6,44.4,16,12,6,0,3,5,525,452,89.3,87.6,3,5,2,9,0,1,12,13,2.2,1.0,0,3,8,2,7,15,1,2,0,0,89.3,87.6,89.4,87.9,66.7,0.0,50.0,11.1,0,3,16,12,0,0,1.0,2.2,2,0,3,0,6,0,6,6,3,5,89.3,87.6,89.4,87.9,66.7,0.0,50.0,11.1,83.34,16.66,74.63,25.37,62.6,37.4,40.87,59.13,52.61,47.39,56.66,43.34,79.75,20.25,73.37,26.63,56.97,43.03,79.23,20.77,39.63,60.37,31.75,68.25,71.84,28.16,24.22,75.78,33.84,66.16,55.85,44.15,52.82,47.18,41.64,58.36,2.2,1.0,16,12,6,0,30673ef7
39.8,60.2,13,13,6,2,4,7,286,584,73.8,86.8,5,8,9,4,0,0,16,11,1.2,1.3,3,5,10,7,11,13,0,3,0,0,73.8,86.8,73.8,86.5,25.0,42.9,22.2,0.0,0,1,13,13,0,0,1.3,1.2,2,2,1,0,6,2,3,3,4,7,73.8,86.8,73.8,86.5,25.0,42.9,22.2,0.0,30.85,69.15,49.34,50.66,48.81,51.19,41.69,58.31,75.47,24.53,53.72,46.28,51.8,48.2,58.63,41.37,26.07,73.93,31.79,68.21,22.7,77.3,33.08,66.92,37.26,62.74,46.58,53.42,41.39,58.61,20.69,79.31,36.99,63.01,24.58,75.42,1.2,1.2,13,13,6,2,2fa48a3b
54.1,45.9,18,7,7,4,3,2,537,405,83.8,79.8,6,6,10,3,1,3,21,13,1.3,1.1,2,5,9,5,13,13,3,2,0,0,83.8,79.8,83.4,80.9,100.0,33.3,20.0,0.0,2,2,18,7,0,0,1.1,1.3,1,1,2,2,7,4,7,0,3,2,83.8,79.8,83.4,80.9,100.0,33.3,20.0,0.0,18.49,81.51,52.9,47.1,52.52,47.48,59.54,40.46,43.37,56.63,47.48,52.52,55.07,44.93,54.94,45.06,47.49,52.51,50.83,49.17,69.82,30.18,64.49,35.51,45.56,54.44,48.71,51.29,56.97,43.03,69.8,30.2,67.5,32.5,60.39,39.61,1.3,1.1,18,7,7,4,2ca5d138
54.7,45.3,12,6,8,1,3,2,513,405,92.8,92.8,6,7,5,9,2,0,2,2,2.2,0.6,1,5,2,2,7,17,1,5,0,1,92.8,92.8,93.1,92.8,0.0,40.0,60.0,22.2,0,3,12,6,0,0,0.6,2.2,1,0,3,0,8,1,1,2,3,2,92.8,92.8,93.1,92.8,0.0,40.0,60.0,22.2,57.54,42.46,77.83,22.17,63.53,36.47,25.88,74.12,71.29,28.71,85.02,14.98,43.76,56.24,41.38,58.62,36.54,63.46,42.32,57.68,25.28,74.72,31.47,68.53,58.17,41.83,69.9,30.1,85.1,14.9,69.61,30.39,51.74,48.26,45.48,54.52,2.2,0.6,12,6,8,1,895956c7
49.9,50.1,18,12,8,2,4,5,523,462,78.4,77.1,9,1,6,9,1,1,18,9,2.9,0.7,2,6,8,6,10,9,2,3,0,0,78.4,77.1,78.4,77.8,12.5,0.0,16.7,11.1,1,2,18,12,0,0,0.7,2.9,2,2,2,0,8,2,6,4,4,5,78.4,77.1,78.4,77.8,12.5,0.0,16.7,11.1,58.71,41.29,64.79,35.21,62.23,37.77,37.57,62.43,63.97,36.03,45.58,54.42,51.33,48.67,65.65,34.35,46.9,53.1,49.6,50.4,74.55,25.45,24.65,75.35,35.2,64.8,52.42,47.58,43.22,56.78,21.49,78.51,67.18,32.82,41.15,58.85,2.9,0.7,18,12,8,2,11738915
60.5,39.5,10,10,2,3,4,4,564,315,85.8,77.8,8,3,18,4,1,0,17,14,0.5,1.2,3,2,3,13,11,13,2,3,0,0,85.8,77.8,85.7,80.1,37.5,33.3,16.7,25.0,1,0,10,10,0,0,1.2,0.5,1,2,0,1,2,3,4,1,4,4,85.8,77.8,85.7,80.1,37.5,33.3,16.7,25.0,49.12,50.88,57.01,42.99,44.96,55.04,64.64,35.36,32.75,67.25,59.62,40.38,67.66,32.34,61.06,38.94,65.49,34.51,63.56,36.44,37.24,62.76,65.79,34.21,48.74,51.26,75.52,24.48,70.35,29.65,62.84,37.16,81.53,18.47,67.17,32.83,0.5,1.2,10,10,2,3,5b90b72d
44.1,55.9,13,8,2,2,6,1,475,585,86.5,88.4,3,4,8,4,2,0,16,11,0.8,0.8,0,1,5,7,13,11,2,2,0,0,86.5,88.4,86.3,88.4,0.0,0.0,12.5,25.0,2,2,13,8,0,0,0.8,0.8,0,1,1,2,2,2,4,5,6,1,86.5,88.4,86.3,88.4,0.0,0.0,12.5,25.0,60.4,39.6,45.13,54.87,31.49,68.51,44.11,55.89,48.27,51.73,23.98,76.02,41.72,58.28,23.98,76.02,47.11,52.89,12.5,87.5,71.84,28.16,71.87,28.13,32.39,67.61,44.22,55.78,36.6,63.4,64.6,35.4,59.71,40.29,44.66,55.34,0.8,0.8,13,8,2,2,0a5fe62f
50.3,49.8,11,12,3,3,2,3,352,349,79.5,79.4,4,3,5,14,2,1,9,20,1.9,1.6,2,2,3,4,11,13,1,4,1,0,79.5,79.4,79.0,79.5,60.0,33.3,20.0,42.9,0,1,11,12,0,0,1.6,1.9,1,0,1,0,3,3,4,5,2,3,79.5,79.4,79.0,79.5,60.0,33.3,20.0,42.9,70.62,29.38,56.28,43.72,74.82,25.18,58.14,41.86,44.67,55.33,68.8,31.2,42.81,57.19,30.48,69.52,70.53,29.47,57.83,42.17,57.76,42.24,50.19,49.81,88.38,11.62,20.32,79.68,51.01,48.99,21.1,78.9,27.32,72.68,30.61,69.39,2.0,1.6,11,12,3,3,69ca8a3c
46.2,53.8,12,19,7,3,1,8,368,510,83.2,88.8,7,5,7,4,6,4,10,10,3.2,1.8,1,4,6,5,7,12,4,2,0,0,83.2,88.8,84.6,88.9,66.7,20.0,42.9,25.0,2,3,12,19,0,0,1.8,3.2,1,1,3,2,7,3,3,6,1,8,83.2,88.8,84.6,88.9,66.7,20.0,42.9,25.0,48.86,51.14,31.34,68.66,46.97,53.03,70.94,29.06,27.7,72.3,50.13,49.87,55.19,44.81,69.09,30.91,28.32,71.68,57.8,42.2,35.8,64.2,68.81,31.19,47.31,52.69,41.38,58.62,32.34,67.66,41.19,58.81,10.15,89.85,45.88,54.12,3.2,1.8,12,19,7,3,1ee5291b
65.2,34.9,25,6,11,4,3,1,590,297,90.2,79.1,11,1,20,4,1,4,12,10,5.1,2.2,2,8,2,16,9,8,0,0,0,0,90.2,79.1,89.8,80.1,42.9,0.0,40.0,0.0,2,3,25,6,0,0,2.2,5.1,1,1,3,2,11,4,8,1,3,1,90.2,79.1,89.8,80.1,42.9,0.0,40.0,0.0,66.88,33.12,55.67,44.33,61.67,38.33,80.01,19.99,55.64,44.36,46.46,53.54,78.28,21.72,68.71,31.29,75.57,24.43,79.52,20.48,63.59,36.41,55.76,44.24,52.94,47.06,62.74,37.26,62.88,37.12,55.54,44.46,69.61,30.39,53.71,46.29,5.1,2.2,25,6,11,4,bfeb3fe4
41.5,58.5,3,16,1,3,1,4,369,541,79.1,86.0,1,8,3,9,0,1,13,15,0.3,1.0,2,0,9,3,18,12,3,3,0,0,79.1,86.0,80.2,85.9,100.0,50.0,66.7,11.1,1,1,3,16,0,0,1.0,0.3,0,0,1,1,1,3,1,8,1,4,79.1,86.0,80.2,85.9,100.0,50.0,66.7,11.1,38.8,61.2,52.49,47.51,75.81,24.19,37.58,62.42,35.82,64.18,45.64,54.36,46.07,53.93,19.12,80.88,32.58,67.42,44.07,55.93,31.24,68.76,34.92,65.08,29.35,70.65,22.47,77.53,38.72,61.28,29.64,70.36,26.6,73.4,43.65,56.35,0.3,1.0,3,16,1,3,8242bd88
41.9,58.1,11,12,4,4,1,3,410,716,85.8,92.2,2,5,6,7,0,0,8,12,0.9,1.7,3,2,13,8,16,6,3,2,0,0,85.8,92.2,87.5,91.9,0.0,33.3,33.3,28.6,1,2,11,12,0,0,1.7,0.9,1,1,2,1,4,4,6,5,1,3,85.8,92.2,87.5,91.9,0.0,33.3,33.3,28.6,60.14,39.86,39.98,60.02,33.27,66.73,29.07,70.93,50.39,49.61,76.18,23.82,43.99,56.01,25.14,74.86,56.76,43.24,75.27,24.73,38.4,61.6,42.52,57.48,31.99,68.01,19.24,80.76,36.98,63.02,22.76,77.24,31.38,68.62,47.62,52.38,0.9,1.7,11,12,4,4,df0bbc3b
57.9,42.1,17,7,7,1,8,2,611,433,87.4,83.6,7,4,21,5,2,0,6,6,1.7,0.9,0,5,6,13,12,13,1,1,0,0,87.4,83.6,87.4,83.4,50.0,25.0,33.3,20.0,2,2,17,7,0,0,0.9,1.7,1,2,2,1,7,1,1,4,8,2,87.4,83.6,87.4,83.4,50.0,25.0,33.3,20.0,48.97,51.03,59.28,40.72,61.08,38.92,55.91,44.09,87.82,12.18,31.77,68.23,44.76,55.24,78.38,21.62,56.55,43.45,39.9,60.1,74.53,25.47,66.34,33.66,48.6,51.4,63.89,36.11,52.95,47.05,71.2,28.8,64.91,35.09,52.55,47.45,1.7,0.9,17,7,7,1,fdc828b2
52.2,47.8,18,14,4,8,7,5,439,434,85.0,85.7,2,5,4,2,0,0,15,11,1.9,2.2,3,4,3,4,17,10,2,1,0,0,85.0,85.7,85.0,85.9,33.3,0.0,25.0,0.0,6,0,18,14,0,0,2.2,1.9,2,2,0,6,4,8,5,1,7,5,85.0,85.7,85.0,85.9,33.3,0.0,25.0,0.0,54.92,45.08,64.57,35.43,52.29,47.71,43.09,56.91,60.45,39.55,49.88,50.12,40.59,59.41,23.25,76.75,55.36,44.64,56.79,43.21,36.9,63.1,51.86,48.14,54.26,45.74,52.1,47.9,67.78,32.22,55.15,44.85,75.6,24.4,38.42,61.58,1.8,2.2,18,14,4,8,a3ae35b8
62.1,37.9,22,12,9,7,5,5,712,327,89.2,79.2,6,2,5,4,0,1,9,6,4.6,1.7,4,7,3,19,10,7,1,1,0,1,89.2,79.2,89.1,79.1,60.0,0.0,40.0,0.0,2,2,22,12,0,0,1.7,4.6,2,2,2,1,9,7,7,2,5,5,89.2,79.2,89.1,79.1,60.0,0.0,40.0,0.0,69.07,30.93,52.64,47.36,45.88,54.12,86.22,13.78,66.2,33.8,55.93,44.07,47.72,52.28,74.54,25.46,69.95,30.05,69.74,30.26,48.25,51.75,45.16,54.84,71.93,28.07,76.96,23.04,45.8,54.2,44.58,55.42,65.03,34.97,57.34,42.66,4.6,1.7,22,12,9,7,f1634f67
55.4,44.6,11,21,4,11,3,5,476,395,87.4,83.0,2,7,14,5,1,0,9,9,0.9,1.8,9,2,13,8,8,13,2,4,0,0,87.4,83.0,87.8,82.2,0.0,37.5,14.3,0.0,2,2,11,21,0,0,1.8,0.9,0,1,2,2,4,11,3,5,3,5,87.4,83.0,87.8,82.2,0.0,37.5,14.3,0.0,42.49,57.51,57.93,42.07,43.28,56.72,72.14,27.86,49.8,50.2,71.1,28.9,57.07,42.93,61.62,38.38,32.73,67.27,45.17,54.83,47.23,52.77,45.19,54.81,35.77,64.23,28.63,71.37,60.56,39.44,44.61,55.39,40.52,59.48,81.92,18.08,0.9,1.8,11,21,4,11,a4ab8000
50.5,49.5,10,10,3,4,3,3,481,487,84.6,83.2,3,6,13,5,3,5,10,6,1.3,0.6,4,2,7,11,11,10,0,1,1,0,84.6,83.2,85.3,83.2,33.3,16.7,38.5,20.0,0,1,10,10,0,0,0.6,1.3,1,0,1,0,3,4,4,3,3,3,84.6,83.2,85.3,83.2,33.3,16.7,38.5,20.0,42.14,57.86,49.2,50.8,64.23,35.77,44.66,55.34,39.49,60.51,55.22,44.78,38.43,61.57,49.73,50.27,35.68,64.32,50.22,49.78,64.26,35.74,59.1,40.9,62.32,37.68,20.18,79.82,69.55,30.45,55.0,45.0,44.16,55.84,31.55,68.45,1.2,0.6,10,10,3,4,ce81ad8c
45.6,54.4,22,12,7,5,5,1,480,557,81.3,83.7,4,2,6,10,2,3,10,6,3.1,1.2,4,5,7,17,17,8,4,3,0,0,81.3,83.7,81.3,83.1,50.0,0.0,50.0,20.0,1,2,22,12,0,0,1.2,3.1,0,0,2,1,7,5,9,6,5,1,81.3,83.7,81.3,83.1,50.0,0.0,50.0,20.0,40.17,59.83,47.35,52.65,51.11,48.89,53.6,46.4,43.08,56.92,39.71,60.29,44.07,55.93,50.44,49.56,47.57,52.43,44.35,55.65,37.38,62.62,32.73,67.27,34.08,65.92,50.28,49.72,41.54,58.46,46.74,53.26,66.23,33.77,36.76,63.24,3.1,1.2,22,12,7,5,2c690f7c
49.6,50.4,16,11,3,4,5,2,380,361,86.0,83.7,7,4,11,12,2,0,17,18,1.4,0.8,3,3,5,15,4,14,1,4,0,0,86.0,83.7,86.0,84.9,11.1,0.0,54.5,50.0,1,0,16,11,0,0,0.8,1.4,0,1,0,1,3,4,8,5,5,2,86.0,83.7,86.0,84.9,11.1,0.0,54.5,50.0,40.85,59.15,74.13,25.87,51.63,48.37,52.77,47.23,41.69,58.31,18.03,81.97,40.43,59.57,22.37,77.63,38.07,61.93,51.85,48.15,58.62,41.38,44.99,55.01,63.53,36.47,42.04,57.96,69.64,30.36,50.0,50.0,61.7,38.3,68.84,31.16,1.4,0.8,16,11,3,4,63e45623
60.6,39.4,16,15,3,6,5,3,614,353,84.0,74.8,7,2,7,9,3,4,10,21,3.4,2.0,5,0,6,12,6,14,2,0,0,0,84.0,74.8,84.2,74.8,12.5,100.0,28.6,22.2,1,2,16,15,0,0,2.0,3.4,1,2,2,1,3,6,6,6,5,3,84.0,74.8,84.2,74.8,12.5,100.0,28.6,22.2,57.54,42.46,62.97,37.03,55.94,44.06,67.24,32.76,54.9,45.1,89.29,10.71,51.47,48.53,57.45,42.55,44.7,55.3,57.37,42.63,61.38,38.62,57.1,42.9,67.14,32.86,71.0,29.0,70.28,29.72,58.92,41.08,57.81,42.19,52.45,47.55,3.4,2.0,16,15,3,6,a50e185c
56.8,43.3,16,8,5,3,3,2,517,307,84.9,72.3,5,3,10,4,2,3,23,18,3.4,1.1,2,4,7,2,10,11,5,2,0,1,84.9,72.3,84.9,73.6,25.0,25.0,40.0,25.0,1,2,16,8,0,0,1.1,3.4,1,1,2,1,5,3,7,1,3,2,84.9,72.3,84.9,73.6,25.0,25.0,40.0,25.0,63.26,36.74,57.63,42.37,46.91,53.09,25.29,74.71,44.85,55.15,86.61,13.39,74.1,25.9,69.89,30.11,54.26,45.74,60.45,39.55,17.17,82.83,58.56,41.44,79.32,20.68,67.13,32.87,75.31,24.69,61.6,38.4,24.41,75.59,62.73,37.27,3.4,1.1,16,8,5,3,f55a0260
48.6,51.4,5,14,1,6,1,5,462,511,83.8,86.3,3,8,9,7,0,2,8,9,0.6,1.0,5,0,14,13,19,9,2,1,0,0,83.8,86.3,83.3,86.5,33.3,16.7,22.2,28.6,1,1,5,14,0,0,1.0,0.6,2,1,1,1,1,6,2,3,1,5,83.8,86.3,83.3,86.5,33.3,16.7,22.2,28.6,57.18,42.82,49.65,50.35,60.93,39.07,43.07,56.93,41.25,58.75,54.71,45.29,56.54,43.46,29.94,70.06,40.66,59.34,31.79,68.21,45.07,54.93,41.31,58.69,52.62,47.38,57.5,42.5,45.71,54.29,52.97,47.03,66.54,33.46,62.11,37.89,0.6,1.0,5,14,1,6,888f0c2d
59.4,40.6,21,10,11,4,5,2,552,354,90.2,83.6,4,2,6,4,1,1,9,13,3.8,1.4,3,5,2,7,16,11,2,3,0,0,90.2,83.6,90.2,83.2,33.3,0.0,16.7,25.0,1,5,21,10,0,0,1.4,3.8,0,0,5,1,11,4,6,3,5,2,90.2,83.6,90.2,83.2,33.3,0.0,16.7,25.0,66.59,33.41,72.64,27.36,54.5,45.5,44.63,55.37,69.93,30.07,47.1,52.9,65.38,34.62,69.55,30.45,67.6,32.4,64.42,35.58,57.82,42.18,48.93,51.07,56.64,43.36,,,73.07,26.93,48.19,51.81,46.68,53.32,57.9,42.1,3.8,1.4,21,10,11,4,163fe9ae
60.2,39.8,9,10,3,3,3,4,541,370,83.7,79.7,4,3,1,3,4,1,5,11,1.1,1.4,2,2,1,3,13,12,5,4,0,1,83.7,79.7,83.7,79.0,50.0,33.3,0.0,33.3,1,2,9,10,0,0,1.4,1.1,0,0,1,1,3,3,3,2,3,4,83.7,79.7,83.7,79.0,50.0,33.3,0.0,33.3,65.4,34.6,64.14,35.86,81.59,18.41,55.24,44.76,55.53,44.47,66.18,33.82,67.7,32.3,47.06,52.94,56.24,43.76,62.79,37.21,76.29,23.71,72.67,27.33,49.95,50.05,37.88,62.12,56.02,43.98,80.77,19.23,40.85,59.15,42.85,57.15,1.1,1.4,9,10,3,3,8b2771ab
49.2,50.8,16,13,7,6,3,2,355,431,72.4,80.0,3,4,6,0,0,7,15,31,1.8,1.4,3,5,4,9,9,12,2,2,0,0,72.4,80.0,73.6,79.5,33.3,0.0,33.3,0.0,3,2,16,13,0,0,1.4,1.8,1,1,2,3,7,6,5,5,3,2,72.4,80.0,73.6,79.5,33.3,0.0,33.3,0.0,50.32,49.68,39.43,60.57,28.71,71.29,32.24,67.76,43.07,56.93,36.58,63.42,37.23,62.77,62.33,37.67,67.44,32.56,65.39,34.61,45.98,54.02,65.25,34.75,43.15,56.85,55.35,44.65,43.07,56.93,80.91,19.09,50.04,49.96,54.72,45.28,1.8,1.4,16,13,7,6,f84f67b9
48.1,51.9,9,14,6,8,1,2,430,538,84.0,86.6,6,7,5,3,4,3,4,10,2.8,1.7,5,4,5,7,9,16,1,4,0,0,84.0,86.6,84.8,86.4,50.0,20.0,20.0,0.0,4,2,9,14,0,0,1.7,2.8,1,1,2,3,6,8,1,3,1,2,84.0,86.6,84.8,86.4,50.0,20.0,20.0,0.0,35.18,64.82,54.92,45.08,80.55,19.45,29.73,70.27,40.15,59.85,73.47,26.53,33.63,66.37,55.06,44.94,51.2,48.8,54.46,45.54,21.54,78.46,61.7,38.3,27.06,72.94,40.95,59.05,51.17,48.83,57.72,42.28,58.99,41.01,28.8,71.2,2.8,1.7,9,14,6,8,1bddfee7
44.4,55.6,15,21,9,4,2,9,508,586,86.8,88.7,5,6,0,8,3,0,4,8,1.3,1.2,3,5,7,6,14,11,1,1,0,0,86.8,88.7,87.6,88.7,75.0,0.0,0.0,37.5,1,4,15,21,0,0,1.2,1.3,0,0,4,1,9,4,3,6,2,9,86.8,88.7,87.6,88.7,75.0,0.0,0.0,37.5,38.22,61.78,32.33,67.67,41.56,58.44,52.34,47.66,65.28,34.72,20.5,79.5,50.66,49.34,65.79,34.21,53.54,46.46,50.92,49.08,40.67,59.33,47.3,52.7,40.94,59.06,16.78,83.22,37.89,62.11,42.26,57.74,38.3,61.7,55.78,44.22,1.3,1.2,15,21,9,4,92e143d7
50.4,49.6,18,17,10,6,4,6,450,526,87.1,85.2,2,6,5,7,0,2,10,10,4.2,2.0,6,4,8,4,7,17,2,5,0,0,87.1,85.2,87.3,84.7,0.0,28.6,40.0,28.6,0,7,18,17,0,0,2.0,4.2,0,0,6,0,10,6,4,3,4,6,87.1,85.2,87.3,84.7,0.0,28.6,40.0,28.6,65.62,34.38,45.91,54.09,44.05,55.95,41.13,58.87,46.37,53.63,48.63,51.37,69.48,30.52,79.34,20.66,40.23,59.77,39.39,60.61,44.29,55.71,48.6,51.4,48.13,51.87,56.51,43.49,96.67,3.33,29.52,70.48,37.12,62.88,58.44,41.56,4.2,2.0,18,17,10,6,fa4c3cab
54.6,45.4,24,11,9,3,12,5,538,449,86.6,84.4,9,5,7,11,1,1,11,7,3.4,1.6,2,7,6,9,15,10,1,3,0,0,86.6,84.4,86.3,83.6,28.6,40.0,57.1,18.2,1,2,24,11,0,0,1.6,3.4,1,0,2,1,9,3,2,3,12,5,86.6,84.4,86.3,83.6,28.6,40.0,57.1,18.2,46.02,53.98,75.7,24.3,58.88,41.12,45.67,54.33,76.49,23.51,82.96,17.04,51.62,48.38,40.45,59.55,53.6,46.4,50.76,49.24,56.47,43.53,47.88,52.12,50.19,49.81,84.42,15.58,37.29,62.71,66.58,33.42,53.43,46.57,30.16,69.84,3.4,1.6,24,11,9,3,c229f28e
57.6,42.4,14,17,3,7,8,4,535,351,89.7,84.9,4,11,10,10,0,0,12,12,2.7,1.6,6,2,7,10,14,14,1,4,0,0,89.7,84.9,90.1,84.9,40.0,54.5,10.0,0.0,1,1,14,17,0,0,1.6,2.7,3,1,1,1,3,7,2,4,8,4,89.7,84.9,90.1,84.9,40.0,54.5,10.0,0.0,58.9,41.1,42.99,57.01,58.54,41.46,31.43,68.57,69.69,30.31,58.62,41.38,82.32,17.68,58.9,41.1,43.23,56.77,80.04,19.96,37.73,62.27,79.81,20.19,71.9,28.1,46.13,53.87,61.78,38.22,57.5,42.5,54.95,45.05,57.23,42.77,2.7,1.6,14,17,3,7,fc325223
