player,mins_played,goals,expected_goals,total_scoring_att,ontarget_scoring_att,accurate_pass_per_match_hub,goal_assist,accurate_pass,accurate_cross,corner_taken,total_att_assist,aerial_duel,aerial_duel_per,fouls,was_fouled,total_offside,yellow_card,total_red_card,club,side,match_id
M. Duah,90,0,0.14,1,0,92.2,0,59,0,0,0,2,66.67,1,1,0,0,0,SD,home,a87ad02f
O. Valakari,89,0,0,0,0,90.9,0,50,0,0,2,0,0,0,4,0,0,0,SD,home,a87ad02f
O. Søe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD,home,a87ad02f
B. Zamblé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD,home,a87ad02f
S. Junqua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSL,away,a87ad02f
M. Stajduhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSL,away,a87ad02f
J. Glad,90,0,0,0,0,96.9,0,62,0,0,0,2,40,0,2,0,0,0,RSL,away,a87ad02f
D. Luna,45,0,0,0,0,80,0,28,2,3,5,0,0,1,0,0,0,0,RSL,away,a87ad02f
P. Quinton,90,0,0,0,0,82,0,50,0,0,1,1,100,0,3,0,0,0,RSL,away,a87ad02f
N. Caliskan,90,0,0,0,0,100,1,31,0,0,0,0,0,1,2,0,1,0,RSL,away,a87ad02f
Z. Gozo,90,0,0.43,4,0,75,0,21,0,1,2,0,0,1,1,0,0,0,RSL,away,a87ad02f
G. Dillon,67,0,0,0,0,93.8,0,15,2,2,2,0,0,2,3,0,1,0,RSL,away,a87ad02f
L. Moisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSL,away,a87ad02f
J. Sanabria,90,0,0.07,2,1,79.2,1,19,1,1,2,2,100,1,0,0,0,0,RSL,away,a87ad02f
A. Katranis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSL,away,a87ad02f
A. Hezarkhani,45,0,0,0,0,50,0,5,0,1,0,1,100,1,1,0,0,0,RSL,away,a87ad02f
D. Marczuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSL,away,a87ad02f
J. Barea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSL,away,a87ad02f
S. Solans,67,1,0.71,3,2,55.6,0,5,1,0,1,2,100,1,0,1,0,0,RSL,away,a87ad02f
L. Engel,90,0,0.12,2,0,85.4,0,35,0,0,1,0,0,0,1,1,0,0,RSL,away,a87ad02f
V. Olatunji,23,1,1.49,5,4,50,0,2,0,0,0,1,100,0,0,0,0,0,RSL,away,a87ad02f
S. Spierings,23,0,0,0,0,100,0,20,0,0,0,0,0,2,1,0,0,0,RSL,away,a87ad02f
M. Guilavogui,90,0,0.65,5,1,75,1,27,1,0,1,3,100,2,1,0,0,0,RSL,away,a87ad02f
J. Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,79f7b7d2
E. Cerrillo,78,0,0.09,1,1,96.1,0,49,0,0,1,0,0,0,0,0,0,0,LA,home,79f7b7d2
J. Haak,12,0,0,0,0,100,0,7,0,0,0,0,0,0,0,0,0,0,LA,home,79f7b7d2
J. Glesnes,90,0,0,0,0,92.9,0,105,0,0,0,0,0,0,0,1,0,0,LA,home,79f7b7d2
J. Marcinkowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,79f7b7d2
E. Thommy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,79f7b7d2
J. Klauss,66,2,1.11,3,3,68.8,0,11,0,0,1,1,25,1,1,1,0,0,LA,home,79f7b7d2
R. Ramos Jr.,8,0,0,0,0,71.4,0,5,0,0,0,0,0,1,0,0,1,0,LA,home,79f7b7d2
J. Aude,90,0,0,0,0,95.9,0,94,1,0,0,0,0,1,2,0,0,0,LA,home,79f7b7d2
M. Cuevas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,79f7b7d2
H. Miller,12,0,0,0,0,100,0,11,0,0,0,0,0,0,1,0,0,0,LA,home,79f7b7d2
M. Yoshida,90,0,0,0,0,96,0,121,0,0,0,1,33.33,1,0,0,0,0,LA,home,79f7b7d2
M. Yamane,78,0,0.04,1,1,89.5,0,51,0,0,2,0,0,2,0,0,0,0,LA,home,79f7b7d2
G. Pec,82,0,0.39,5,4,87,1,40,0,1,3,0,0,1,4,0,0,0,LA,home,79f7b7d2
J. Paintsil,90,0,0.18,1,1,86.7,0,39,0,0,2,0,0,1,2,0,0,0,LA,home,79f7b7d2
E. Wynder,66,0,0,0,0,97.7,0,42,0,0,1,1,100,0,1,0,0,0,LA,home,79f7b7d2
M. Reus,24,0,0.04,1,1,81.3,0,13,0,2,0,1,100,0,0,0,0,0,LA,home,79f7b7d2
L. Sanabria,90,1,0.27,2,1,92.3,0,36,1,1,0,1,33.33,1,1,0,1,0,LA,home,79f7b7d2
M. Nascimento,24,0,0,0,0,100,0,2,0,0,0,0,0,0,1,2,0,0,LA,home,79f7b7d2
N. Byrne,90,0,0,0,0,81.1,0,30,0,0,0,0,0,0,1,0,0,0,CLT,away,79f7b7d2
B. Bronico,45,0,0.05,1,0,92.3,0,24,0,0,0,0,0,1,0,0,0,0,CLT,away,79f7b7d2
K. Vargas,90,0,0.08,1,1,82.6,0,19,0,1,0,0,0,0,1,0,0,0,CLT,away,79f7b7d2
T. Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLT,away,79f7b7d2
A. Privett,45,0,0,0,0,82.8,0,24,0,0,0,1,100,1,0,0,0,0,CLT,away,79f7b7d2
A. Westwood,45,0,0,0,0,78,0,32,0,1,0,0,0,1,0,0,1,0,CLT,away,79f7b7d2
J. Neeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLT,away,79f7b7d2
T. Ream,90,0,0,0,0,98.4,0,62,0,0,0,0,0,0,0,0,0,0,CLT,away,79f7b7d2
D. Diani,45,0,0.2,1,0,94.1,0,16,0,0,0,4,100,0,0,0,0,0,CLT,away,79f7b7d2
T. Smalls,12,0,0,0,0,100,0,2,0,0,0,0,0,2,1,0,0,0,CLT,away,79f7b7d2
L. Abada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLT,away,79f7b7d2
L. de la Torre,45,0,0,0,0,95,0,19,0,0,1,0,0,1,0,0,0,0,CLT,away,79f7b7d2
D. Schnegg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLT,away,79f7b7d2
P. Biel,78,0,0,0,0,64,0,16,0,3,1,0,0,0,0,0,0,0,CLT,away,79f7b7d2
I. Toklomati,78,0,0,0,0,62.5,0,5,0,0,0,2,66.67,1,0,0,1,0,CLT,away,79f7b7d2
W. Zaha,90,0,0.04,1,0,85.7,0,24,0,0,0,0,0,4,3,0,1,0,CLT,away,79f7b7d2
M. Agyemang,45,0,0,0,0,100,0,28,0,0,1,1,100,1,0,0,1,0,CLT,away,79f7b7d2
H. Toffolo,90,0,0,0,0,90,0,36,0,0,0,2,100,2,3,0,0,0,CLT,away,79f7b7d2
A. Goodwin,12,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,CLT,away,79f7b7d2
J. Waterman,25,0,0,0,0,82.2,0,37,0,0,0,1,100,0,1,0,0,0,CHI,home,bc951dce
M. Pineda,25,0,0,0,0,96.3,0,26,0,0,0,1,50,1,0,0,0,0,CHI,home,bc951dce
S. Oregel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,home,bc951dce
R. Lod,65,0,0,0,0,76.5,0,13,0,0,4,1,50,2,0,0,0,0,CHI,home,bc951dce
J. Elliott,65,0,0,0,0,83.1,0,54,0,0,0,2,100,1,0,0,1,0,CHI,home,bc951dce
J. Dean,89,0,0,0,0,82.8,0,24,1,0,0,5,83.33,1,1,0,0,0,CHI,home,bc951dce
M. Haile-Selassie,25,0,0,0,0,62.5,0,5,0,0,0,0,0,0,1,0,0,0,CHI,home,bc951dce
D. Borso,1,0,0,0,0,80,0,4,0,0,0,0,0,1,0,0,0,0,CHI,home,bc951dce
J. Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,home,bc951dce
H. Cuypers,90,1,1.23,4,1,61.1,0,11,0,0,1,4,44.44,2,0,1,0,0,CHI,home,bc951dce
J. Shokalook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,home,bc951dce
J. Bamba,90,0,0.08,2,1,85,0,34,0,0,1,0,0,1,2,1,0,0,CHI,home,bc951dce
L. Barroso,89,0,0.12,3,0,79.4,0,27,1,0,2,0,0,0,0,0,0,0,CHI,home,bc951dce
P. Zinckernagel,90,0,0.47,5,0,75.7,0,28,0,2,1,1,100,1,1,0,1,0,CHI,home,bc951dce
D. D’Avilla,65,0,0,0,0,92.1,0,58,0,0,0,0,0,1,1,0,1,0,CHI,home,bc951dce
V. Radojević,1,0,0,0,0,100,0,6,0,0,0,0,0,0,0,0,0,0,CHI,home,bc951dce
A. Salétros,90,0,0.12,2,0,82.6,0,71,1,1,1,1,33.33,1,0,0,0,0,CHI,home,bc951dce
M. Mbokazi,90,0,0,0,0,89,0,81,0,0,0,4,80,0,2,0,0,0,CHI,home,bc951dce
P. Dithejane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,home,bc951dce
J. Stroud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
J. Hopkins,90,0,0.07,1,0,79,0,15,1,0,0,1,20,4,0,1,1,0,DC,away,bc951dce
L. Bartlett,90,0,0,0,0,51.6,0,16,0,0,0,2,66.67,1,1,0,0,0,DC,away,bc951dce
B. Servania,89,0,0.03,1,0,68.2,0,15,0,0,1,0,0,1,2,0,0,0,DC,away,bc951dce
S. Nealis,1,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
C. Clark,12,0,0,0,0,33.3,0,2,0,0,0,2,100,2,0,0,0,0,DC,away,bc951dce
A. Bono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
T. Baribo,90,1,0.95,4,1,71.4,0,15,0,0,0,2,33.33,1,0,0,0,0,DC,away,bc951dce
G. Pirani,78,0,0,0,0,94.1,0,16,1,0,1,0,0,0,1,0,0,0,DC,away,bc951dce
J. Murrell,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DC,away,bc951dce
H. Kijima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
M. Peltola,90,1,0.07,1,1,65.2,0,15,0,0,2,0,0,0,1,0,0,0,DC,away,bc951dce
C. Antley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
G. Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
J. Farr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC,away,bc951dce
J. Peglow,86,0,0.17,3,1,75.8,0,25,0,3,2,0,0,1,1,1,0,0,DC,away,bc951dce
K. Rowles,90,0,0,0,0,67.5,0,27,0,0,0,5,55.56,0,1,0,0,0,DC,away,bc951dce
K. Kurokawa,90,0,0,0,0,59.3,0,16,1,2,0,1,100,0,2,0,0,0,DC,away,bc951dce
S. Hefti,90,0,0.03,1,0,67.9,0,19,0,0,0,0,0,1,0,0,0,0,DC,away,bc951dce
I. Parente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,5cbb5d7a
J. Nelson,11,0,0,0,0,100,0,9,0,0,0,0,0,0,0,0,0,0,LA,home,5cbb5d7a
E. Cerrillo,90,0,0.02,1,0,96,0,71,0,0,0,0,0,1,0,0,1,0,LA,home,5cbb5d7a
J. Haak,90,0,0.32,2,0,86.4,0,70,0,0,0,2,66.67,1,1,0,0,0,LA,home,5cbb5d7a
J. Glesnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,5cbb5d7a
J. Marcinkowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,5cbb5d7a
E. Thommy,63,0,0.22,3,0,83.3,0,25,1,2,1,1,100,1,2,1,0,0,LA,home,5cbb5d7a
J. Klauss,63,0,0.17,3,1,63.6,0,14,0,0,0,2,100,0,1,0,0,0,LA,home,5cbb5d7a
R. Ramos Jr.,27,0,0,0,0,100,0,6,1,1,1,0,0,0,0,0,0,0,LA,home,5cbb5d7a
J. Aude,79,0,0,0,0,96.3,0,77,1,0,0,3,75,1,1,0,0,0,LA,home,5cbb5d7a
M. Cuevas,27,0,0,0,0,87.5,0,14,0,0,0,0,0,1,0,0,0,0,LA,home,5cbb5d7a
H. Miller,90,0,0.04,1,1,87,0,40,0,1,2,0,0,0,1,0,0,0,LA,home,5cbb5d7a
M. Yoshida,90,0,0.14,2,0,94.3,0,82,0,0,0,3,50,2,1,0,0,0,LA,home,5cbb5d7a
M. Yamane,63,0,0,0,0,79.5,0,31,0,0,1,1,100,0,0,0,0,0,LA,home,5cbb5d7a
T. Lepley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,5cbb5d7a
E. Wynder,80,0,0.03,1,0,90,0,36,0,0,1,0,0,0,0,0,0,0,LA,home,5cbb5d7a
M. Reus,90,1,0.72,2,1,89.8,0,44,3,6,5,1,100,0,2,0,0,0,LA,home,5cbb5d7a
L. Sanabria,10,0,0,0,0,85.7,0,6,0,0,0,0,0,0,2,0,0,0,LA,home,5cbb5d7a
M. Nascimento,27,0,0.34,2,2,83.3,0,5,0,0,0,0,0,0,1,0,0,0,LA,home,5cbb5d7a
C. Harris,71,0,0.02,1,0,85.7,0,6,0,0,0,1,25,2,1,0,0,0,SKC,away,5cbb5d7a
E. Bartlow,90,0,0,0,0,85.4,0,35,0,0,0,2,66.67,0,0,0,0,0,SKC,away,5cbb5d7a
D. Joveljić,90,1,0.26,3,3,68.8,1,11,0,0,0,0,0,3,0,0,0,0,SKC,away,5cbb5d7a
S. Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
J. Davis,88,0,0,0,0,79.2,0,19,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
J. Reid,90,0,0,0,0,77.3,0,34,0,0,0,1,33.33,3,1,0,0,0,SKC,away,5cbb5d7a
J. Bartlett,90,0,0,0,0,82.1,0,23,0,0,0,0,0,1,1,1,0,0,SKC,away,5cbb5d7a
C. Tschantret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
S. Afrifa,19,0,0,0,0,57.1,1,4,0,0,1,0,0,1,0,0,0,0,SKC,away,5cbb5d7a
T. Calheira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
J. Ortiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
S. Donovan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
W. Meyer,90,0,0,0,0,81.5,0,44,0,0,0,1,25,1,0,0,1,0,SKC,away,5cbb5d7a
M. García,90,0,0,0,0,76.8,1,43,0,3,4,0,0,1,2,0,0,0,SKC,away,5cbb5d7a
J. Miller,2,0,0,0,0,60,0,3,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
S. Suleymanov,90,0,0.04,1,0,75,0,27,0,0,1,2,100,0,1,1,0,0,SKC,away,5cbb5d7a
P. Lurot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
K. Agyabeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
L. Johnsen,90,1,0.09,2,1,90.5,1,57,0,0,0,0,0,0,0,0,0,0,SKC,away,5cbb5d7a
D. Mihailovic,87,0,0.25,3,2,72.2,1,13,4,5,4,0,0,0,1,0,0,0,TOR,home,2d227e16
W. Yarbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
D. Etienne Jr.,45,0,0.05,1,0,50,0,5,0,0,0,0,0,0,0,1,0,0,TOR,home,2d227e16
R. Edwards,82,0,0,0,0,71,0,22,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
J. Cifuentes,70,0,0,0,0,82.6,0,19,0,0,0,0,0,1,0,0,1,0,TOR,home,2d227e16
W. Zimmerman,90,0,0.47,3,0,65.6,0,21,0,0,1,5,100,0,2,0,0,0,TOR,home,2d227e16
D. Sallói,90,1,0.63,3,3,69.2,0,18,0,0,1,0,0,0,1,0,0,0,TOR,home,2d227e16
R. Laryea,90,0,0,0,0,66.7,0,16,0,0,0,1,100,4,2,0,0,0,TOR,home,2d227e16
J. Osorio,90,0,0,0,0,84.8,0,28,0,0,0,1,100,1,1,0,0,0,TOR,home,2d227e16
K. Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
D. Kerr,45,0,0,0,0,66.7,0,8,0,0,1,4,66.67,2,1,0,0,0,TOR,home,2d227e16
K. Franklin,8,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
L. Stefanović,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
A. Coello,3,0,0,0,0,100,0,2,0,0,0,0,0,1,0,0,0,0,TOR,home,2d227e16
J. Sargent,20,0,1.04,3,1,83.3,0,5,0,0,0,1,100,0,0,0,0,0,TOR,home,2d227e16
B. Kuscevic,90,0,0,0,0,78.6,0,22,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
Z. Monlouis,45,0,0,0,0,55.6,0,10,0,0,0,0,0,0,1,0,0,0,TOR,home,2d227e16
M. Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,home,2d227e16
E. Aristizábal,45,0,0,0,0,64.3,0,9,0,0,1,1,50,1,1,0,0,0,TOR,home,2d227e16
T. Parker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RBNY,away,2d227e16
J. McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RBNY,away,2d227e16
R. Voloder,90,0,0.45,2,1,88.3,0,91,0,0,0,0,0,2,2,0,1,0,RBNY,away,2d227e16
J. Marshall-Rutty,90,0,0.15,2,1,85.7,0,54,1,0,0,0,0,0,1,1,0,0,RBNY,away,2d227e16
J. Che,89,0,0.59,2,0,89.1,0,82,0,0,1,1,33.33,0,0,0,0,0,RBNY,away,2d227e16
O. Valencia,13,0,0,0,0,81.8,0,9,0,2,1,0,0,0,0,0,0,0,RBNY,away,2d227e16
T. Rosborough,24,0,0.21,2,1,77.8,0,14,0,0,0,0,0,0,1,0,0,0,RBNY,away,2d227e16
R. Donkor,77,0,0,0,0,85.1,0,40,0,0,2,0,0,2,1,0,0,0,RBNY,away,2d227e16
J. Hall,90,0,0.45,1,1,90.5,0,19,0,0,0,0,0,1,1,0,0,0,RBNY,away,2d227e16
M. Sofo,66,0,0,0,0,70.6,0,12,0,0,0,0,0,2,2,1,0,0,RBNY,away,2d227e16
J. Ruvalcaba,90,0,0.25,3,1,81.4,0,35,0,0,1,0,0,2,0,0,0,0,RBNY,away,2d227e16
R. Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RBNY,away,2d227e16
J. Mina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RBNY,away,2d227e16
A. Mehmeti,90,0,0.03,1,0,85.1,0,74,0,0,2,3,60,1,1,0,0,0,RBNY,away,2d227e16
E. Forsberg,90,0,0.43,4,1,82,0,41,2,5,2,0,0,1,1,0,0,0,RBNY,away,2d227e16
M. Dos Santos,77,0,0,0,0,78.2,0,43,0,4,0,1,33.33,2,0,0,1,0,RBNY,away,2d227e16
A. Rojas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RBNY,away,2d227e16
E. Choupo-Moting,13,1,0.24,1,1,33.3,0,1,0,0,1,1,50,0,0,0,0,0,RBNY,away,2d227e16
G. Berggren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RBNY,away,2d227e16
L. Abubakar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,home,698208f2
B. Kamungo,62,0,0.04,1,0,86.4,0,19,1,0,0,0,0,0,1,0,0,0,DAL,home,698208f2
S. Ibeagha,90,0,0,0,0,85.4,0,41,0,0,0,4,100,0,1,0,0,0,DAL,home,698208f2
S. Moore,90,0,0,0,0,83.3,0,50,0,0,0,2,50,1,2,0,0,0,DAL,home,698208f2
A. Julio,19,0,0.04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,DAL,home,698208f2
B. Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,home,698208f2
N. Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,home,698208f2
L. Farrington,71,0,0.14,3,0,86.7,0,13,0,0,1,1,25,1,0,0,0,0,DAL,home,698208f2
P. Delgado,62,0,0,0,0,81,0,17,0,1,0,2,100,2,0,0,0,0,DAL,home,698208f2
P. Musa,90,0,0.56,3,1,64.7,0,11,0,0,0,3,60,1,1,0,0,0,DAL,home,698208f2
