player,mins_played,goals,expected_goals,total_scoring_att,ontarget_scoring_att,accurate_pass_per_match_hub,goal_assist,accurate_pass,accurate_cross,corner_taken,total_att_assist,aerial_duel,aerial_duel_per,fouls,was_fouled,total_offside,yellow_card,total_red_card,club,side,match_id
Y. Yeboah,90,0,0,0,0,86.7,0,26,0,0,1,0,0,0,3,0,0,0,LAFC,away,f97c63b6
D. Ochoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAFC,away,f97c63b6
N. Tafari,90,0,0,0,0,82.8,0,53,0,0,0,1,50,2,1,0,1,0,LAFC,away,f97c63b6
M. Delgado,45,0,0.58,1,0,95.1,0,39,0,3,0,0,0,0,0,0,0,0,LAFC,away,f97c63b6
A. Saldaña,90,0,0,0,0,100,0,53,0,0,0,0,0,2,2,0,0,0,LAFC,away,f97c63b6
E. Segura,90,0,0,0,0,95.1,0,77,0,0,0,2,100,1,0,0,0,0,LAFC,away,f97c63b6
R. Hollingshead,45,0,0,0,0,84.2,0,16,0,0,0,0,0,2,1,0,0,0,LAFC,away,f97c63b6
N. Ordaz,90,1,1.32,3,2,87,0,20,0,0,0,0,0,1,0,1,0,0,LAFC,away,f97c63b6
D. Bouanga,31,0,0.03,1,1,87.5,0,7,0,0,1,0,0,0,0,0,0,0,LAFC,away,f97c63b6
A. Long,45,0,0,0,0,95.3,0,41,0,0,0,1,100,0,0,0,0,0,LAFC,away,f97c63b6
J. Ebobisse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAFC,away,f97c63b6
S. Palencia,45,0,0,0,0,94.7,0,18,0,0,0,1,100,1,0,0,0,0,LAFC,away,f97c63b6
D. Martínez,25,1,0.22,1,1,83.3,0,5,0,0,0,0,0,0,1,0,0,0,LAFC,away,f97c63b6
I. Jesus,45,0,0.02,1,0,89.3,0,25,0,0,0,0,0,1,0,0,0,0,LAFC,away,f97c63b6
O. Giroud,90,0,0,0,0,85.7,0,18,0,0,0,2,33.33,1,1,0,0,0,LAFC,away,f97c63b6
M. Santos,20,0,0,0,0,100,0,6,0,0,0,0,0,0,0,0,0,0,LAFC,away,f97c63b6
K. Nielsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAFC,away,f97c63b6
A. Smolyakov,59,0,0,0,0,77.8,0,21,0,1,0,1,100,1,1,0,0,0,LAFC,away,f97c63b6
C. Ünder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAFC,away,f97c63b6
A. Sejdić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
D. Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
E. Bush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
S. Moreira,89,0,0,0,0,97.6,0,80,0,0,1,0,0,1,2,0,0,0,CLB,home,e58ff098
M. Farsi,90,0,0,0,0,89.2,0,66,1,0,2,0,0,0,2,0,0,0,CLB,home,e58ff098
D. Nagbe,90,0,0,0,0,97.1,0,66,0,0,0,0,0,1,1,0,0,0,CLB,home,e58ff098
S. Zawadzki,90,0,0,0,0,94.6,0,87,0,0,2,4,80,1,3,0,0,0,CLB,home,e58ff098
J. Russell-Rowe,90,0,0.79,3,0,80,0,8,0,0,2,2,100,0,1,0,0,0,CLB,home,e58ff098
A. Jackson,14,0,0.03,1,0,100,0,9,0,0,0,0,0,1,0,0,0,0,CLB,home,e58ff098
M. Amundsen,45,0,0,0,0,80,0,28,0,0,0,0,0,1,1,0,0,0,CLB,home,e58ff098
D. Gazdag,90,0,1.3,4,0,86,0,43,1,0,0,1,100,1,0,0,0,0,CLB,home,e58ff098
C. Mrowka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
D. Rossi,90,0,0.29,3,1,97,0,32,1,2,2,0,0,1,1,0,0,0,CLB,home,e58ff098
T. Habroune,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
M. Arfsten,90,0,0.48,2,2,86.8,0,46,0,0,2,2,50,3,3,1,0,0,CLB,home,e58ff098
Y. Cheberko,45,0,0.07,2,0,95.7,0,45,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
D. Chambost,76,0,0.16,1,0,90.9,0,60,1,1,1,0,0,0,1,0,0,0,CLB,home,e58ff098
A. Herrera,1,0,0,0,0,100,0,4,0,0,1,0,0,0,0,0,0,0,CLB,home,e58ff098
C. Ruvalcaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,e58ff098
F. Picault,13,0,0,0,0,50,0,1,0,0,0,1,50,0,0,1,0,0,MIA,away,e58ff098
D. Callender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,away,e58ff098
I. Fray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,away,e58ff098
N. Allen,90,0,0,0,0,87.5,0,56,0,0,0,0,0,0,0,0,0,0,MIA,away,e58ff098
R. Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,away,e58ff098
B. Cremaschi,88,1,0.17,1,1,92.9,0,26,0,0,0,1,100,3,0,0,0,0,MIA,away,e58ff098
S. Busquets,90,0,0,0,0,92.7,0,38,0,0,2,1,50,2,1,0,0,0,MIA,away,e58ff098
L. Messi,90,0,0.33,4,1,74.3,0,26,0,5,1,0,0,0,2,0,0,0,MIA,away,e58ff098
J. Alba,90,0,0.02,1,0,81,0,47,1,1,0,2,66.67,1,1,0,0,0,MIA,away,e58ff098
T. Avilés,13,0,0,0,0,100,0,1,0,0,0,0,0,1,0,0,0,0,MIA,away,e58ff098
L. Suárez,68,0,0,0,0,80,1,24,0,0,1,1,50,2,1,0,0,0,MIA,away,e58ff098
Y. Bright,77,0,0,0,0,91.3,0,21,0,0,0,0,0,1,1,0,0,0,MIA,away,e58ff098
M. Weigandt,77,0,0,0,0,85.4,1,35,1,0,1,0,0,1,2,0,0,0,MIA,away,e58ff098
T. Segovia,22,0,0,0,0,90.9,0,10,0,0,0,1,50,2,0,1,0,0,MIA,away,e58ff098
D. Martínez,2,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,MIA,away,e58ff098
T. Allende,77,0,0,0,0,85,0,17,0,0,1,2,100,0,2,0,0,0,MIA,away,e58ff098
G. Luján,90,0,0,0,0,96.4,0,54,0,0,0,1,33.33,2,0,0,1,0,MIA,away,e58ff098
M. Falcón,13,0,0,0,0,70,0,7,0,0,0,0,0,0,0,0,1,0,MIA,away,e58ff098
A. Obando,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,away,e58ff098
