player,mins_played,goals,expected_goals,total_scoring_att,ontarget_scoring_att,accurate_pass_per_match_hub,goal_assist,accurate_pass,accurate_cross,corner_taken,total_att_assist,aerial_duel,aerial_duel_per,fouls,was_fouled,total_offside,yellow_card,total_red_card,club,side,match_id
P. de la Vega,4,0,0,0,0,100,0,6,0,0,0,0,0,1,1,0,0,0,SEA,home,d19065bb
J. Mensah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
D. Romney,90,0,0,0,0,90.2,0,46,0,0,0,1,100,0,0,0,0,0,NE,away,d19065bb
A. Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
H. Kessler,3,0,0.08,1,0,100,0,7,0,0,0,1,100,0,0,0,0,0,NE,away,d19065bb
B. Bye,61,0,0,0,0,78.6,0,22,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
D. Jones,90,0,0,0,0,86.9,0,53,0,0,1,0,0,2,0,0,0,0,NE,away,d19065bb
R. Spaulding,29,0,0,0,0,50,0,4,0,0,0,1,100,0,1,0,0,0,NE,away,d19065bb
M. Polster,90,0,0,0,0,93.1,0,67,0,0,1,0,0,2,0,0,1,0,NE,away,d19065bb
T. McNamara,22,0,0,0,0,93.3,0,14,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
N. Buck,87,0,0,0,0,88,0,22,0,0,0,0,0,1,1,0,0,0,NE,away,d19065bb
E. Bajraktarevic,90,0,0.2,2,1,86.5,0,32,3,7,3,0,0,0,0,0,0,0,NE,away,d19065bb
G. Vrioni,87,0,0.45,4,2,88.9,0,8,0,0,0,1,100,0,1,0,0,0,NE,away,d19065bb
B. Wood,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
X. Arreaga,87,0,0.04,1,0,86.7,0,39,0,0,0,0,0,1,0,0,1,0,NE,away,d19065bb
J. Panayotou,68,0,0,0,0,78.3,0,18,1,1,1,0,0,0,0,0,0,0,NE,away,d19065bb
M. Dias,3,0,0.03,1,0,100,0,1,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
I. Harkes,90,0,0.11,2,1,87.3,0,48,0,0,0,0,0,1,2,0,0,0,NE,away,d19065bb
H. Ravas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,away,d19065bb
J. Otero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,home,2fece7e3
R. Jansson,90,1,0.52,1,1,86.5,0,32,0,0,0,1,100,0,1,0,0,0,ORL,home,2fece7e3
R. Schlegel,90,0,0.23,2,1,85.1,0,40,0,0,0,2,66.67,1,0,0,0,0,ORL,home,2fece7e3
K. Smith,16,0,0,0,0,100,0,7,0,0,0,0,0,0,0,0,0,0,ORL,home,2fece7e3
A. Freeman,90,0,0.33,4,1,81,0,34,0,0,0,2,100,2,0,0,0,0,ORL,home,2fece7e3
I. Angulo,74,0,0.07,1,0,87,0,20,0,0,3,1,100,0,2,0,0,0,ORL,home,2fece7e3
C. Araújo,90,0,0.06,1,0,86.8,0,46,0,0,2,0,0,3,1,0,1,0,ORL,home,2fece7e3
E. Atuesta,90,0,0.02,1,0,85.9,0,61,1,2,4,1,100,2,2,0,0,0,ORL,home,2fece7e3
Z. Taifi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,home,2fece7e3
R. Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,home,2fece7e3
D. Thorhallsson,16,0,0,0,0,90,0,9,0,0,1,0,0,1,0,0,0,0,ORL,home,2fece7e3
M. Ojeda,84,0,0.32,4,1,70,1,21,2,2,0,0,0,1,1,1,0,0,ORL,home,2fece7e3
R. Enrique,26,0,0.1,1,0,75,0,3,0,0,0,2,28.57,0,0,0,0,0,ORL,home,2fece7e3
D. Brekalo,90,0,0.07,2,1,91.1,1,41,0,0,1,3,60,0,0,1,0,0,ORL,home,2fece7e3
L. Muriel,64,0,0.18,2,2,81.8,0,9,1,0,1,0,0,1,0,1,0,0,ORL,home,2fece7e3
C. Guske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,home,2fece7e3
G. Caraballo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,home,2fece7e3
M. Pašalić,74,0,0.36,6,0,84,0,21,0,4,4,0,0,0,1,0,0,0,ORL,home,2fece7e3
N. Rodríguez,6,0,0,0,0,90,0,9,0,1,1,1,100,0,2,0,0,0,ORL,home,2fece7e3
T. Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
T. Martins,90,0,0,0,0,81.2,0,56,0,0,0,1,50,0,0,0,0,0,NYC,away,2fece7e3
T. Gray,45,0,0,0,0,86.7,0,26,0,0,1,1,50,0,1,0,0,0,NYC,away,2fece7e3
M. Moralez,70,0,0,0,0,84.1,0,37,1,2,0,0,0,2,1,0,0,0,NYC,away,2fece7e3
J. Haak,90,0,0,0,0,94.5,0,52,0,0,1,4,80,0,1,0,0,0,NYC,away,2fece7e3
K. O'Toole,90,0,0,0,0,83.7,0,41,0,0,1,0,0,0,1,0,0,0,NYC,away,2fece7e3
A. Perea,90,0,0.3,3,1,92.9,0,39,0,0,1,1,20,2,2,1,0,0,NYC,away,2fece7e3
J. Shore,5,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
M. Carrizo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
M. Bakrar,20,0,0.16,2,1,50,0,2,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
J. Fernández,45,0,0.03,1,1,66.7,1,16,1,2,3,1,100,1,1,0,0,0,NYC,away,2fece7e3
A. Martínez,90,1,1.08,4,1,81.8,0,9,0,0,0,0,0,0,1,0,0,0,NYC,away,2fece7e3
H. Wolf,86,0,0,0,0,82.8,0,24,1,0,1,0,0,0,1,0,0,0,NYC,away,2fece7e3
S. Tanasijević,45,0,0,0,0,90,0,18,0,0,0,2,50,2,0,0,1,0,NYC,away,2fece7e3
A. Ojeda,45,0,0,0,0,90,0,18,0,0,2,0,0,1,0,0,0,0,NYC,away,2fece7e3
N. Cavallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
S. Reid,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
S. Musu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYC,away,2fece7e3
A. O'Neill,85,0,0.02,1,0,84.9,0,45,0,0,0,0,0,2,2,0,1,0,NYC,away,2fece7e3
D. Mihailovic,84,0,0.03,1,0,83.3,3,20,3,6,8,0,0,0,1,0,0,0,COL,home,c8fa0997
K. Rosenberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
O. Larraz,13,0,0,0,0,33.3,0,1,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
D. Yapi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
T. Ku-Dipietro,84,0,0,0,0,81.3,1,13,0,0,0,0,0,0,2,0,0,0,COL,home,c8fa0997
I. Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
C. Harris,90,1,0.98,4,2,100,1,12,0,0,0,0,0,2,1,1,1,0,COL,home,c8fa0997
J. Atencio,13,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
S. Vines,90,0,0.03,1,0,83.3,0,20,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
C. Bassett,77,0,0.07,1,0,94.4,0,34,0,0,0,0,0,1,2,0,0,0,COL,home,c8fa0997
A. Maxsø,90,1,0.39,1,1,95.3,0,41,0,0,0,4,80,2,0,0,1,0,COL,home,c8fa0997
C. Ronan,77,0,0.02,1,0,87.2,0,34,0,1,1,0,0,0,0,0,0,0,COL,home,c8fa0997
R. Navarro,87,1,1.44,7,4,60,0,6,0,0,1,1,50,1,3,2,0,0,COL,home,c8fa0997
R. Cannon,90,0,0,0,0,81,0,34,0,0,0,1,25,1,3,0,0,0,COL,home,c8fa0997
K. Stewart-Baynes,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,COL,home,c8fa0997
N. Hansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
C. Awaziem,90,0,0,0,0,88.1,0,37,0,0,1,1,25,1,1,0,0,0,COL,home,c8fa0997
S. Bassett,6,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,COL,home,c8fa0997
D. Ríos,25,0,0,0,0,100,0,10,0,0,1,0,0,1,0,0,0,0,VAN,away,c8fa0997
R. Priso,65,0,0,0,0,83.9,0,26,0,0,1,0,0,1,0,0,0,0,VAN,away,c8fa0997
I. Boehmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,away,c8fa0997
R. Veselinović,17,0,0,0,0,95.5,0,21,0,0,0,0,0,0,1,0,0,0,VAN,away,c8fa0997
T. Blackmon,90,0,0,0,0,89.1,0,57,0,0,0,2,100,1,0,0,0,0,VAN,away,c8fa0997
S. Berhalter,90,0,0.08,2,1,91.2,0,62,3,10,2,1,100,3,1,0,0,0,VAN,away,c8fa0997
P. Vite,90,0,0.02,1,0,72.5,0,29,3,0,3,0,0,0,0,0,0,0,VAN,away,c8fa0997
B. White,84,0,0.58,3,1,75,0,15,0,0,0,3,75,3,1,1,0,0,VAN,away,c8fa0997
N. Pierre,6,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,VAN,away,c8fa0997
M. Laborda,90,0,0.16,2,0,88.4,0,38,0,0,0,1,100,4,0,0,0,0,VAN,away,c8fa0997
J. Ngando,45,0,0,0,0,93.3,0,14,0,0,0,0,0,0,1,0,0,0,VAN,away,c8fa0997
J. Badwal,25,0,0,0,0,100,0,13,0,0,1,0,0,0,0,0,0,0,VAN,away,c8fa0997
T. Johnson,90,0,0,0,0,88.9,0,40,0,0,1,0,0,1,2,0,0,0,VAN,away,c8fa0997
B. Utvik,73,0,0.09,2,0,92.9,0,39,0,0,0,3,100,1,0,0,0,0,VAN,away,c8fa0997
B. Halbouni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,away,c8fa0997
J. Selemani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,away,c8fa0997
É. Ocampo,45,0,0.07,1,0,88,0,22,1,0,0,0,0,0,0,0,0,0,VAN,away,c8fa0997
E. Sabbi,65,0,0.02,1,0,61.5,0,8,1,0,2,0,0,1,2,0,1,0,VAN,away,c8fa0997
D. Fagúndez,83,1,0.02,1,1,89.6,0,43,0,0,1,0,0,0,0,0,0,0,LA,home,673356d5
I. Parente,45,0,0,0,0,95.5,0,21,0,0,0,0,0,0,1,0,0,0,LA,home,673356d5
M. Berry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
J. Nelson,90,0,0,0,0,84,0,42,0,0,1,1,50,0,0,0,0,0,LA,home,673356d5
E. Cerrillo,90,0,0,0,0,89.2,0,58,0,0,0,1,33.33,1,2,0,1,0,LA,home,673356d5
E. Zavaleta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
C. Ramírez,87,0,0.23,1,1,75,0,6,0,0,0,0,0,0,3,0,0,0,LA,home,673356d5
J. Aude,3,0,0,0,0,100,0,1,0,0,0,1,100,0,0,0,0,0,LA,home,673356d5
N. Micovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
H. Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
M. Yamane,90,0,0,0,0,86.5,0,32,0,0,1,0,0,1,0,0,0,0,LA,home,673356d5
G. Pec,90,0,0.14,3,0,82,0,41,0,5,0,0,0,2,4,0,0,0,LA,home,673356d5
J. Paintsil,90,0,0.02,1,0,94.1,0,16,0,0,1,0,0,2,6,0,0,0,LA,home,673356d5
T. Lepley,7,0,0,0,0,66.7,0,2,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
E. Wynder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
E. Garces,90,0,0,0,0,88.5,0,54,0,0,0,2,66.67,0,2,0,1,0,LA,home,673356d5
M. Jørgensen,28,0,0,0,0,93.9,0,31,0,0,0,0,0,1,0,0,0,1,LA,home,673356d5
L. Sanabria,45,0,0,0,0,91.7,0,11,0,0,0,0,0,2,2,0,0,0,LA,home,673356d5
M. Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,home,673356d5
J. de Lima Júnior,90,0,0,0,0,98.6,0,72,0,0,0,1,100,5,1,0,0,0,HOU,away,673356d5
D. Steres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,away,673356d5
G. Dorsey,90,0,0,0,0,90,0,36,1,0,1,1,100,1,0,1,1,0,HOU,away,673356d5
B. Raines,72,0,0,0,0,97.6,0,41,0,0,0,0,0,1,0,0,0,0,HOU,away,673356d5
J. Bond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,away,673356d5
F. Escobar,90,0,0,0,0,87.9,0,51,0,0,1,1,50,2,0,0,1,0,HOU,away,673356d5
E. Dueñas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,away,673356d5
M. Halliday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,away,673356d5
J. McGlynn,90,0,0.02,1,0,88.5,0,54,1,6,1,1,100,2,0,1,0,0,HOU,away,673356d5
N. Lodeiro,18,0,0,0,0,66.7,0,8,0,1,0,0,0,1,0,0,0,0,HOU,away,673356d5
D. Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,away,673356d5
A. Bassi,83,0,0.19,2,0,98.4,1,61,0,0,2,1,100,1,3,1,0,0,HOU,away,673356d5
G. Segal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,away,673356d5
E. Sviatchenko,90,0,0.17,2,1,87.5,0,56,0,0,0,2,100,1,1,0,0,0,HOU,away,673356d5
I. Aliyu,7,0,0,0,0,100,0,3,0,0,1,0,0,0,0,0,0,0,HOU,away,673356d5
S. Kowalczyk,90,0,0.08,2,0,94.6,1,35,1,0,1,0,0,2,2,0,0,0,HOU,away,673356d5
F. Awodesu,90,0,0,0,0,95.5,0,63,0,0,0,0,0,2,0,0,0,0,HOU,away,673356d5
E. Ponce,90,1,1.58,6,2,75,0,15,0,0,0,2,40,3,1,0,0,0,HOU,away,673356d5
A. Sejdić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
B. Kallman,77,0,0.05,1,1,90,0,36,0,0,0,5,100,0,1,0,0,0,NSH,home,28d3f298
E. Panicco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
D. Lovitz,73,0,0.02,1,0,86.5,0,32,0,2,0,1,100,0,0,0,1,0,NSH,home,28d3f298
J. Maher,90,0,0,0,0,97.5,0,39,0,0,1,1,100,1,0,0,0,0,NSH,home,28d3f298
J. Bauer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
T. Washington,17,0,0,0,0,86.7,0,13,0,0,0,1,100,0,0,0,0,0,NSH,home,28d3f298
W. Zimmerman,13,0,0,0,0,70,0,7,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
H. Mukhtar,90,1,0.2,6,1,80,0,40,0,5,0,0,0,1,1,1,0,0,NSH,home,28d3f298
A. Muyl,90,0,0.38,3,2,94.9,1,37,0,0,3,0,0,0,0,0,0,0,NSH,home,28d3f298
A. Godoy,90,0,0,0,0,97.9,0,47,0,0,2,1,50,2,2,0,0,0,NSH,home,28d3f298
B. Anunga,17,0,0,0,0,83.3,0,10,0,0,0,0,0,1,0,0,0,0,NSH,home,28d3f298
S. Davis,73,0,0,0,0,91.7,0,22,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
J. Shaffelburg,90,0,0.02,1,0,76.2,0,16,2,0,2,0,0,0,0,0,0,0,NSH,home,28d3f298
T. Bunbury,3,0,0.17,1,0,100,0,2,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
D. Yearwood,77,0,0,0,0,94.7,0,36,1,0,3,0,0,2,1,0,0,0,NSH,home,28d3f298
T. Boyd,13,0,0.02,1,0,100,0,6,0,0,0,0,0,0,1,0,0,0,NSH,home,28d3f298
B. Martino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,home,28d3f298
S. Surridge,87,0,0.75,3,1,85,0,17,0,0,1,4,50,0,1,1,0,0,NSH,home,28d3f298
P. Judd,26,0,0.27,1,0,75,0,3,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
E. Ochoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
P. Marie,1,0,0,0,0,100,0,1,0,0,0,0,0,0,1,0,0,0,SJ,away,28d3f298
T. Beason,90,0,0,0,0,89.5,0,34,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
A. Rodrigues de Oliveira,87,0,0.04,1,1,91.4,1,32,0,0,1,2,66.67,0,0,0,0,0,SJ,away,28d3f298
C. Akapo,90,0,0,0,0,90.7,0,39,0,0,0,2,66.67,1,0,0,1,0,SJ,away,28d3f298
C. Espinoza,89,0,0,0,0,77.1,0,27,0,4,3,0,0,0,0,0,0,0,SJ,away,28d3f298
J. Yueill,90,0,0.02,1,1,85.7,0,48,0,0,1,0,0,0,2,0,0,0,SJ,away,28d3f298
J. Skahan,45,1,0.59,2,1,80,0,8,0,0,1,0,0,1,0,0,0,0,SJ,away,28d3f298
N. Tsakiris,45,0,0.08,1,0,94.1,0,16,0,0,1,0,0,0,0,0,1,0,SJ,away,28d3f298
J. Ebobisse,64,0,0.2,1,0,87.5,0,14,0,0,0,0,0,1,1,0,0,0,SJ,away,28d3f298
O. Bouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
B. Kikanovic,45,0,0.03,1,0,100,0,5,0,0,0,0,0,1,0,0,1,0,SJ,away,28d3f298
M. Baldisimo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
C. Gruezo,90,0,0,0,0,94.3,0,33,0,0,0,1,100,1,0,0,0,0,SJ,away,28d3f298
D. Munie,3,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
V. Costa,90,0,0,0,0,92.3,0,36,0,0,0,1,50,2,2,0,1,0,SJ,away,28d3f298
A. Pellegrino,45,0,0.14,1,1,100,0,9,1,1,1,0,0,0,1,0,0,0,SJ,away,28d3f298
J. Ricketts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,away,28d3f298
G. Campbell,90,0,0,0,0,79.6,0,39,0,0,0,0,0,0,1,0,0,0,MTL,home,8e29fa31
J. Martínez,59,1,0.57,4,2,87.5,1,21,0,0,2,0,0,0,0,2,0,0,MTL,home,8e29fa31
S. Breza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
G. Corbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
J. Waterman,90,0,0,0,0,85.5,0,53,0,0,0,0,0,1,1,0,1,0,MTL,home,8e29fa31
V. Wanyama,27,0,0.03,1,0,93.3,0,14,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
S. Piette,90,0,0.03,1,0,96.5,0,55,0,0,0,2,100,1,1,0,1,0,MTL,home,8e29fa31
R. Zouhir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
L. Lappalainen,5,0,0,0,0,33.3,0,1,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
M. Choinière,90,0,0.03,1,0,85.5,2,53,1,4,2,0,0,0,1,0,0,0,MTL,home,8e29fa31
M. Toye,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,MTL,home,8e29fa31
S. Ibrahim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
B. Duke,85,0,0.05,1,0,78.4,0,40,0,0,3,0,0,1,3,0,0,0,MTL,home,8e29fa31
A. Lassiter,90,1,0.29,3,1,84.8,0,28,0,1,1,0,0,0,1,0,0,0,MTL,home,8e29fa31
R. Edwards,63,0,0.19,3,0,77.8,1,14,0,0,1,2,50,2,0,0,1,0,MTL,home,8e29fa31
