match_id,date,minute,title,comment,out_player,in_player,home_team,away_team
942230ce,2025-03-07,31',Own Goal,Own goal! 1:1. Morrison Agyemang (Charlotte FC) scored an own goal from the central position outside the box.,,,Charlotte,Austin
942230ce,2025-03-07,29',Goal,Goal! 1:0. Idan Toklomati (Charlotte FC) scored with right footed shot from the center of the box with an xG of 97% to the lower right central zone.,,,Charlotte,Austin
942230ce,2025-03-07,29',Attempt Saved,Attempt blocked. Wilfried Zaha's (Charlotte FC) with left footed shot from the left side of the box with an xG of 5% is blocked by Oleksandr Svatok.,,,Charlotte,Austin
942230ce,2025-03-07,28',,,J. Nelson,J. Bell,Charlotte,Austin
942230ce,2025-03-07,27',,"Dani Pereira (Austin FC) wins a free kick, after being fouled by Brandt Bronico (Charlotte FC).",,,Charlotte,Austin
942230ce,2025-03-07,25',Red card,Guilherme Biro (Austin FC) is shown the red card,,,Charlotte,Austin
942230ce,2025-03-07,23',,"Idan Toklomati (Charlotte FC) wins a free kick, after being fouled by Guilherme Biro (Austin FC).",,,Charlotte,Austin
942230ce,2025-03-07,22',,Foul by Facundo Torres (Austin FC).,,,Charlotte,Austin
942230ce,2025-03-07,20',Attempt Saved,Attempt saved. Pep Biel's (Charlotte FC) with left footed shot from the center of the box with an xG of 13% is saved by Brad Stuver.,,,Charlotte,Austin
942230ce,2025-03-07,18',,"Brandt Bronico (Charlotte FC) wins a free kick, after being fouled by Joseph Rosales (Austin FC).",,,Charlotte,Austin
942230ce,2025-03-07,18',Yellow Card,Wilfried Zaha (Charlotte FC) is shown the yellow card,,,Charlotte,Austin
942230ce,2025-03-07,18',,"Jon Gallagher (Austin FC) wins a free kick, after being fouled by Wilfried Zaha (Charlotte FC).",,,Charlotte,Austin
942230ce,2025-03-07,17',Attempt Missed,Attempt missed. Jayden Nelson's (Austin FC) with left footed shot from the central position outside the box with an xG of 3% goes over to the left.,,,Charlotte,Austin
942230ce,2025-03-07,16',Attempt Missed,Attempt missed. Facundo Torres's (Austin FC) with left footed shot from the central position outside the box with an xG of 3% goes over.,,,Charlotte,Austin
942230ce,2025-03-07,15',,"Dani Pereira (Austin FC) wins a free kick, after being fouled by Idan Toklomati (Charlotte FC).",,,Charlotte,Austin
942230ce,2025-03-07,15',Attempt Saved,Attempt saved. Liel Abada's (Charlotte FC) with header from the center of the box with an xG of 3% is saved by Brad Stuver.,,,Charlotte,Austin
942230ce,2025-03-07,11',Attempt Saved,Attempt saved. Ilie Sánchez's (Austin FC) with header from the center of the box with an xG of 4% is saved by Kristijan Kahlina.,,,Charlotte,Austin
942230ce,2025-03-07,10',,"Corner from the left, (Austin FC). Executed by Facundo Torres.",,,Charlotte,Austin
942230ce,2025-03-07,9',,"Dani Pereira (Austin FC) wins a free kick, after being fouled by Wilfried Zaha (Charlotte FC).",,,Charlotte,Austin
942230ce,2025-03-07,8',,"Wilfried Zaha (Charlotte FC) wins a free kick, after being fouled by Joseph Rosales (Austin FC).",,,Charlotte,Austin
942230ce,2025-03-07,7',Attempt Missed,Attempt missed. Myrto Uzuni's (Austin FC) with right footed shot from the central position outside the box with an xG of 10% goes over to the right.,,,Charlotte,Austin
942230ce,2025-03-07,3',,"Pep Biel (Charlotte FC) wins a free kick, after being fouled by Jon Gallagher (Austin FC).",,,Charlotte,Austin
942230ce,2025-03-07,,Kick Off,First half begins.,,,Charlotte,Austin
942230ce,2025-03-07,,,Lineups are announced and players are warming up.,,,Charlotte,Austin
72a9d0bd,2025-03-22,,End Of Second Half,End of match.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,,Full Time,"Second half ends, Portland Timbers 1, LA Galaxy 1.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+4,Attempt Missed,Ian Smith (Portland Timbers) with header from the center of the box with an xG of 4%.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+3,Yellow Card,Lucas Sanabria (LA Galaxy) is shown the yellow card,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+3,,"Felipe Mora (Portland Timbers) wins a free kick, after being fouled by Lucas Sanabria (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+3,Attempt Saved,Attempt blocked. Harbor Miller's (LA Galaxy) with right footed shot from the central position outside the box with an xG of 2% is blocked by Jimer Fory.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+3,,"Corner from the right, (LA Galaxy). Executed by Mauricio Cuevas.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+2,Attempt Saved,Attempt blocked. Gabriel Pec's (LA Galaxy) with right footed shot from the center of the box with an xG of 12% is blocked by Brandon Bye.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,90'+2,,"Corner from the right, (LA Galaxy). Executed by Mauricio Cuevas.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,89',Attempt Saved,Attempt saved. Joao Ortiz's (Portland Timbers) with right footed shot from the right half-space outside the box with an xG of 2% is saved by James Marcinkowski.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,88',,"Alexander Aravena (Portland Timbers) wins a free kick, after being fouled by Harbor Miller (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,87',,"Offside, LA Galaxy. Mauricio Cuevas is caught offside.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,84',,,Antony,F. Mora,Portland,LA Galaxy
72a9d0bd,2025-03-22,84',Attempt Missed,Attempt missed. Antony Alves Santos's (Portland Timbers) with right footed shot from the right half-space outside the box with an xG of 4% goes over.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,84',Attempt Saved,Attempt blocked. Finn Surman's (Portland Timbers) with right footed shot from the center of the box with an xG of 10% is blocked by Justin Haak.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,,,"Antony Alves Santos (Portland Timbers) wins a free kick, after being fouled by Emiro Garces (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,82',,"Offside, Portland Timbers. Alexander Aravena is caught offside.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,80',Yellow Card,Alex Bonetig (Portland Timbers) is shown the yellow card,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,80',,"João Klauss (LA Galaxy) wins a free kick, after being fouled by Antony Alves Santos (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,79',Attempt Missed,Attempt missed. Gabriel Pec's (LA Galaxy) with left footed shot from the right side of the box with an xG of 5% goes over to the left.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,79',Attempt Saved,Attempt saved. João Klauss's (LA Galaxy) with right footed shot from the center of the box with an xG of 10% is saved by James Pantemis.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,77',Yellow Card,Ian Smith (Portland Timbers) is shown the yellow card,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,77',,"Mauricio Cuevas (LA Galaxy) wins a free kick, after being fouled by Ian Smith (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,76',,"Corner from the right, (Portland Timbers). Executed by Alexander Aravena.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,75',,,J. Aude,L. Sanabria,Portland,LA Galaxy
72a9d0bd,2025-03-22,72',,,E. Wynder,M. Nascimento,Portland,LA Galaxy
72a9d0bd,2025-03-22,70',,"Corner from the right, (LA Galaxy). Executed by Gabriel Pec.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,70',Attempt Saved,Attempt blocked. Gabriel Pec's (LA Galaxy) with left footed shot from the right side of the box with an xG of 29% is blocked by Jimer Fory.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,69',,"Marco Reus (LA Galaxy) wins a free kick, after being fouled by Joao Ortiz (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,68',,,D. Da Costa,I. Smith,Portland,LA Galaxy
72a9d0bd,2025-03-22,68',,,K. Velde,A. Aravena,Portland,LA Galaxy
72a9d0bd,2025-03-22,67',,"Corner from the right, (LA Galaxy). Executed by Gabriel Pec.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,67',Attempt Saved,Attempt blocked. Gabriel Pec's (LA Galaxy) with left footed shot from the right side of the box with an xG of 10% is blocked by Diego Chará.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,65',Attempt Saved,Attempt blocked. Edwin Cerrillo's (LA Galaxy) with right footed shot from the central position outside the box with an xG of 4% is blocked by Finn Surman.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,65',Attempt Saved,Attempt blocked. Harbor Miller's (LA Galaxy) with right footed shot from the center of the box with an xG of 6% is blocked by Finn Surman.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,63',,"Offside, LA Galaxy. Gabriel Pec is caught offside.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,63',,,E. Thommy,H. Miller,Portland,LA Galaxy
72a9d0bd,2025-03-22,62',,,M. Yamane,M. Cuevas,Portland,LA Galaxy
72a9d0bd,2025-03-22,62',Attempt Missed,Attempt missed. Erik Thommy's (LA Galaxy) with left footed shot from the central position outside the box with an xG of 7% misses to the right.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,61',Yellow Card,Brandon Bye (Portland Timbers) is shown the yellow card,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,61',,"Erik Thommy (LA Galaxy) wins a free kick, after being fouled by Brandon Bye (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,59',Attempt Saved,Attempt blocked. Gabriel Pec's (LA Galaxy) with right footed shot from the center of the box with an xG of 16% is blocked by Finn Surman.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,58',,"Erik Thommy (LA Galaxy) wins a free kick, after being fouled by Brandon Bye (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,57',,"Alex Bonetig (Portland Timbers) wins a free kick, after being fouled by Elijah Wynder (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,56',,"Erik Thommy (LA Galaxy) wins a free kick, after being fouled by Kristoffer Velde (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,55',,"Jimer Fory (Portland Timbers) wins a free kick, after being fouled by Miki Yamane (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,55',Attempt Saved,Attempt saved. Gabriel Pec's (LA Galaxy) with left footed shot from the right half-space outside the box with an xG of 2% is saved by James Pantemis.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,53',,"Antony Alves Santos (Portland Timbers) wins a free kick, after being fouled by Emiro Garces (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,53',,"Joao Ortiz (Portland Timbers) wins a free kick, after being fouled by Gabriel Pec (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,52',,"Kristoffer Velde (Portland Timbers) wins a free kick, after being fouled by Julián Aude (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,49',Attempt Missed,Attempt missed. Joao Ortiz's (Portland Timbers) with header from the center of the box with an xG of 13% misses to the right.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,49',,"Corner from the right, (Portland Timbers). Executed by Kristoffer Velde.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,47',,"Joao Ortiz (Portland Timbers) wins a free kick, after being fouled by Elijah Wynder (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,47',Attempt Saved,Attempt blocked. Erik Thommy's (LA Galaxy) with right footed shot from the left side of the box with an xG of 4% is blocked by Finn Surman.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,,Kick Off,"Second Half begins: Portland Timbers 1, LA Galaxy 1.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,,Half Time,"First half ends, Portland Timbers 1, LA Galaxy 1.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,45'+4,,"Diego Chará (Portland Timbers) wins a free kick, after being fouled by Elijah Wynder (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,45',,"Gabriel Pec (LA Galaxy) wins a free kick, after being fouled by Joao Ortiz (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,41',,"Erik Thommy (LA Galaxy) wins a free kick, after being fouled by Antony Alves Santos (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,40',,"Offside, LA Galaxy. Justin Haak is caught offside.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,40',,"Edwin Cerrillo (LA Galaxy) wins a free kick, after being fouled by Diego Chará (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,38',,"Corner from the right, (LA Galaxy). Executed by Gabriel Pec.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,37',,"Corner from the right, (LA Galaxy). Executed by Gabriel Pec.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,37',,"Corner from the left, (LA Galaxy). Executed by Erik Thommy.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,34',,"Diego Chará (Portland Timbers) wins a free kick, after being fouled by Marco Reus (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,32',,"Corner from the left, (LA Galaxy). Executed by Marco Reus.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,32',Attempt Saved,Attempt saved. Erik Thommy's (LA Galaxy) with left footed shot from the center of the box with an xG of 13% is saved by James Pantemis.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,30',Goal,"Goal! 1:1. João Klauss (LA Galaxy) scored with left footed shot from the center of the box with an xG of 31% to the middle left zone. Assisted by Marco Reus, second assist by Gabriel Pec.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,29',,"Joao Ortiz (Portland Timbers) wins a free kick, after being fouled by Justin Haak (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,28',,"Corner from the left, (LA Galaxy). Executed by Marco Reus.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,28',Attempt Saved,Attempt saved. João Klauss's (LA Galaxy) with left footed shot from the center of the box with an xG of 18% is saved by James Pantemis.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,27',Attempt Saved,Attempt saved. João Klauss's (LA Galaxy) with right footed shot from the center of the box with an xG of 8% is saved by James Pantemis.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,27',Attempt Saved,Attempt blocked. Elijah Wynder's (LA Galaxy) with left footed shot from the center of the box with an xG of 12% is blocked by Alex Bonetig.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,23',,,K. Kelsy,A. Bonetig,Portland,LA Galaxy
72a9d0bd,2025-03-22,22',Attempt Saved,Attempt saved. Brandon Bye's (Portland Timbers) with header from the right side of the box with an xG of 5% is saved by James Marcinkowski.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,22',,Foul by João Klauss (LA Galaxy).,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,21',,"Offside, LA Galaxy. Gabriel Pec is caught offside.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,20',Red card,Kamal Miller (Portland Timbers) is shown the red card,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,17',,"João Klauss (LA Galaxy) wins a free kick, after being fouled by Kamal Miller (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,17',Attempt Saved,Attempt blocked. Antony Alves Santos's (Portland Timbers) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Elijah Wynder.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,13',Goal,"Goal! 1:0. Kristoffer Velde (Portland Timbers) scored with left footed shot from the left side of the box with an xG of 11% to the bottom right corner. Assisted by Antony Alves Santos, second assist by Joao Ortiz.",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,9',Attempt Missed,Attempt missed. Antony Alves Santos's (Portland Timbers) with header from the center of the box with an xG of 49% misses to the left.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,6',Attempt Saved,Attempt blocked. Gabriel Pec's (LA Galaxy) with left footed shot from the center of the box with an xG of 11% is blocked by Finn Surman.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,4',Attempt Saved,Attempt saved. Gabriel Pec's (LA Galaxy) with right footed shot from the central position outside the box with an xG of 4% is saved by James Pantemis.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,4',Attempt Saved,Attempt blocked. Gabriel Pec's (LA Galaxy) with left footed shot from the central position outside the box with an xG of 2% is blocked by Finn Surman.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,4',,"Diego Chará (Portland Timbers) wins a free kick, after being fouled by Edwin Cerrillo (LA Galaxy).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,3',,"João Klauss (LA Galaxy) wins a free kick, after being fouled by Finn Surman (Portland Timbers).",,,Portland,LA Galaxy
72a9d0bd,2025-03-22,,Kick Off,First half begins.,,,Portland,LA Galaxy
72a9d0bd,2025-03-22,,,Lineups are announced and players are warming up.,,,Portland,LA Galaxy
803d7da8,2025-03-14,,Full Time,"Second half ends, Charlotte FC 0, Inter Miami CF 0.",,,Charlotte,Miami
803d7da8,2025-03-14,,End Of Second Half,End of match.,,,Charlotte,Miami
803d7da8,2025-03-14,90'+5,,Foul by Harry Toffolo (Charlotte FC).,,,Charlotte,Miami
803d7da8,2025-03-14,90'+4,Attempt Missed,Attempt missed. Archie Goodwin's (Charlotte FC) with header from the center of the box with an xG of 7% misses to the left.,,,Charlotte,Miami
803d7da8,2025-03-14,90'+3,,"Kerwin Vargas (Charlotte FC) wins a free kick, after being fouled by Cesar Abadia-Reda (Inter Miami CF).",,,Charlotte,Miami
803d7da8,2025-03-14,90'+1,,"Tyger Smalls (Charlotte FC) wins a free kick, after being fouled by Alexander Shaw (Inter Miami CF).",,,Charlotte,Miami
803d7da8,2025-03-14,90',,"Corner from the right, (Charlotte FC). Executed by Pep Biel.",,,Charlotte,Miami
803d7da8,2025-03-14,88',,"Djibril Diani (Charlotte FC) wins a free kick, after being fouled by Tadeo Allende (Inter Miami CF).",,,Charlotte,Miami
803d7da8,2025-03-14,82',,"Gonzalo Luján (Inter Miami CF) wins a free kick, after being fouled by Archie Goodwin (Charlotte FC).",,,Charlotte,Miami
803d7da8,2025-03-14,82',,,W. Zaha,T. Smalls,Charlotte,Miami
803d7da8,2025-03-14,82',,,I. Toklomati,A. Goodwin,Charlotte,Miami
803d7da8,2025-03-14,81',,"Noah Allen (Inter Miami CF) wins a free kick, after being fouled by Idan Toklomati (Charlotte FC).",,,Charlotte,Miami
803d7da8,2025-03-14,80',,,D. Pinter,T. Allende,Charlotte,Miami
803d7da8,2025-03-14,79',Attempt Saved,Attempt saved. Germán Berterame's (Inter Miami CF) with header from the center of the box with an xG of 13% is saved by Kristijan Kahlina.,,,Charlotte,Miami
803d7da8,2025-03-14,77',Yellow Card,Harry Toffolo (Charlotte FC) is shown the yellow card,,,Charlotte,Miami
803d7da8,2025-03-14,77',,"Ian Fray (Inter Miami CF) wins a free kick, after being fouled by Harry Toffolo (Charlotte FC).",,,Charlotte,Miami
