event_id,match_id,event_minute,event_type,event_comment
64,919a513b,75',Foul,"Luca Orellano (FC Cincinnati) wins a free kick, after being fouled by Justin Haak (New York City Football Club)."
63,919a513b,72',Foul,Hannes Wolf (New York City Football Club) is shown the yellow card for the foul.
62,919a513b,71',Foul,"Kévin Denkey (FC Cincinnati) wins a free kick, after being fouled by Hannes Wolf (New York City Football Club)."
61,919a513b,71',Foul,"Kévin Denkey (FC Cincinnati) wins a free kick, after being fouled by Birk Risa (New York City Football Club)."
60,919a513b,69',Attempt Missed,Attempt missed. Julián Fernández's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 5% goes over to the right.
59,919a513b,69',Substitution,"Substitution: M. Miazga out, G. Flores in"
58,919a513b,68',Attempt Missed,Attempt missed. Julián Fernández's (New York City Football Club) with left footed shot from the right half-space outside the box with an xG of 4% misses to the left.
57,919a513b,68',Offside,"Offside, New York City Football Club. Alonso Martínez is caught offside."
56,919a513b,67',Attempt Missed,Attempt missed. Sergio Santos's (FC Cincinnati) with left footed shot from the left side of the box with an xG of 6% misses to the left.
55,919a513b,66',Corner,"Corner from the right, (New York City Football Club). Executed by Julián Fernández."
54,919a513b,64',Corner,"Corner from the right, (New York City Football Club). Executed by Julián Fernández."
53,919a513b,63',Attempt Missed,Attempt missed. Brian Anunga's (FC Cincinnati) with left footed shot from the centre of the box with an xG of 37% goes over to the left.
52,919a513b,63',Corner,"Corner from the right, (FC Cincinnati). Executed by Luca Orellano."
51,919a513b,61',Attempt Missed,Attempt missed. Alonso Martínez's (New York City Football Club) with header from the centre of the box with an xG of 20% goes over.
50,919a513b,60',Attempt Saved,Attempt blocked. Evander Da Silva Ferreira's (FC Cincinnati) with right footed shot from the central position outside the box with an xG of 3% is blocked by Justin Haak.
49,919a513b,59',Foul,"Sergio Santos (FC Cincinnati) wins a free kick, after being fouled by Thiago Martins (New York City Football Club)."
48,919a513b,56',Foul,"Brian Anunga (FC Cincinnati) wins a free kick, after being fouled by Hannes Wolf (New York City Football Club)."
47,919a513b,54',Attempt Saved,Attempt blocked. Jonathan Shore's (New York City Football Club) with left footed shot from the left side of the box with an xG of 2% is blocked by Brian Anunga.
46,919a513b,53',Substitution,"Substitution: A. Perea out, N. Cavallo in"
45,919a513b,51',Offside,"Offside, New York City Football Club. Tayvon Gray is caught offside."
44,919a513b,51',Foul,"Julián Fernández (New York City Football Club) wins a free kick, after being fouled by Lukas Engel (FC Cincinnati)."
43,919a513b,50',Attempt Saved,Attempt saved. Lukas Engel's (FC Cincinnati) with left footed shot from the left half-space outside the box with an xG of 2% is saved by Matt Freese.
42,919a513b,50',Attempt Saved,Attempt saved. Gerardo Valenzuela's (FC Cincinnati) with left footed shot from the central position outside the box with an xG of 7% is saved by Matt Freese.
41,919a513b,49',Foul,"Tayvon Gray (New York City Football Club) wins a free kick, after being fouled by Sergio Santos (FC Cincinnati)."
40,919a513b,HT,Substitution,"Substitution: Y. Kubo out, G. Valenzuela in"
39,919a513b,HT,Substitution,"Substitution: N. Hagglund out, S. Santos in"
38,919a513b,45'+5,Offside,"Offside, FC Cincinnati. Nick Hagglund is caught offside."
37,919a513b,45'+4,Corner,"Corner from the right, (FC Cincinnati). Executed by Luca Orellano."
36,919a513b,45'+4,Attempt Saved,Attempt blocked. Luca Orellano's (FC Cincinnati) with left footed shot from the right side of the box with an xG of 3% is blocked by Justin Haak.
35,919a513b,45'+1,Offside,"Offside, FC Cincinnati. Matt Miazga is caught offside."
34,919a513b,45'+1,Corner,"Corner from the right, (FC Cincinnati). Executed by Luca Orellano."
33,919a513b,43',Foul,"Justin Haak (New York City Football Club) wins a free kick, after being fouled by Evander Da Silva Ferreira (FC Cincinnati)."
32,919a513b,42',Foul,"Justin Haak (New York City Football Club) wins a free kick, after being fouled by Evander Da Silva Ferreira (FC Cincinnati)."
31,919a513b,41',Foul,"Matt Miazga (FC Cincinnati) wins a free kick, after being fouled by Andrés Perea (New York City Football Club)."
30,919a513b,40',Attempt Missed,Attempt missed. Luca Orellano's (FC Cincinnati) with left footed shot from the right half-space outside the box with an xG of 2% misses to the left.
29,919a513b,39',Yellow Card,Matt Freese (New York City Football Club) is shown the yellow card for .
28,919a513b,39',Foul,Foul by Matt Freese (New York City Football Club).
27,919a513b,38',Attempt Saved,Attempt saved. Alonso Martínez's (New York City Football Club) with right footed shot from the right side of the box with an xG of 9% is saved by Roman Celentano.
26,919a513b,35',Attempt Missed,Attempt missed. Jonathan Shore's (New York City Football Club) with left footed shot from the left side of the box with an xG of 5% goes over to the left.
25,919a513b,35',Corner,"Corner from the left, (New York City Football Club). Executed by Maxi Moralez."
24,919a513b,34',Foul,"Tayvon Gray (New York City Football Club) wins a free kick, after being fouled by Evander Da Silva Ferreira (FC Cincinnati)."
23,919a513b,32',Foul,"Evander Da Silva Ferreira (FC Cincinnati) wins a free kick, after being fouled by Justin Haak (New York City Football Club)."
22,919a513b,30',Attempt Missed,Attempt missed. Luca Orellano's (FC Cincinnati) with left footed shot from the right side of the box with an xG of 2% misses to the left.
21,919a513b,29',Foul,"Justin Haak (New York City Football Club) wins a free kick, after being fouled by Kévin Denkey (FC Cincinnati)."
20,919a513b,28',Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 10% is blocked by Matt Miazga.
19,919a513b,27',Corner,"Corner from the right, (New York City Football Club). Executed by Julián Fernández."
18,919a513b,27',Attempt Saved,Attempt saved. Alonso Martínez's (New York City Football Club) with right footed shot from the left half-space outside the box with an xG of 11% is saved by Roman Celentano.
17,919a513b,27',Corner,"Corner from the right, (New York City Football Club). Executed by Julián Fernández."
16,919a513b,26',Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with right footed shot from the right half-space outside the box with an xG of 3% is blocked by Yuya Kubo.
15,919a513b,26',Substitution,"Substitution: K. Parks out, B. Risa in"
14,919a513b,19',Foul,"Kévin Denkey (FC Cincinnati) wins a free kick, after being fouled by Thiago Martins (New York City Football Club)."
13,919a513b,18',Attempt Missed,Attempt missed. Andrés Perea's (New York City Football Club) with right footed shot from the centre of the box with an xG of 14% misses to the right.
12,919a513b,16',Foul,"Keaton Parks (New York City Football Club) wins a free kick, after being fouled by Brian Anunga (FC Cincinnati)."
11,919a513b,14',Penalty Missed,Penalty missed. Alonso Martínez (New York City Football Club) hits the right post from the centre of the box with an xG of 77%.
10,919a513b,12',Foul,Matt Miazga (FC Cincinnati) is shown the yellow card for the foul.
9,919a513b,12',Foul,"Alonso Martínez (New York City Football Club) wins a free kick, after being fouled by Matt Miazga (FC Cincinnati)."
8,919a513b,12',Attempt Saved,Attempt saved. Luca Orellano's (FC Cincinnati) with left footed shot from the right side of the box with an xG of 6% is saved by Matt Freese.
7,919a513b,9',Corner,Goal! 1:0. Julián Fernández (New York City Football Club) scored with left footed shot from the central position outside the box with an xG of 12% to the bottom left corner.
6,919a513b,7',Attempt Saved,Attempt saved. Andrés Perea's (New York City Football Club) with right footed shot from the centre of the box with an xG of 13% is saved by Roman Celentano.
5,919a513b,6',Attempt Missed,Julián Fernández (New York City Football Club) with left footed shot from the centre of the box with an xG of 10%.
4,919a513b,6',Attempt Saved,Attempt blocked. Hannes Wolf's (New York City Football Club) with left footed shot from the centre of the box with an xG of 4% is blocked by DeAndre Yedlin.
3,919a513b,5',Attempt Saved,Attempt saved. Julián Fernández's (New York City Football Club) with left footed shot from the right side of the box with an xG of 4% is saved by Roman Celentano.
2,919a513b,3',Foul,"Keaton Parks (New York City Football Club) wins a free kick, after being fouled by Evander Da Silva Ferreira (FC Cincinnati)."
1,919a513b,2',Foul,"Justin Haak (New York City Football Club) wins a free kick, after being fouled by Luca Orellano (FC Cincinnati)."
68,e58ff098,90'+6,Attempt Saved,Attempt blocked. Yevhen Cheberko's (Columbus Crew) with left footed shot from the left half-space outside the box with an xG of 4% is blocked by Gonzalo Luján.
67,e58ff098,90'+6,Attempt Saved,Attempt blocked. Jacen Russell-Rowe's (Columbus Crew) with left footed shot from the centre of the box with an xG of 29% is blocked by Maximiliano Falcón.
66,e58ff098,90'+5,Attempt Saved,Attempt saved. Lionel Messi's (Inter Miami CF) with left footed shot from the central position outside the box with an xG of 3% is saved by Patrick Schulte.
65,e58ff098,90'+4,Attempt Missed,Attempt missed. Dániel Gazdag's (Columbus Crew) with right footed shot from the centre of the box with an xG of 51% misses to the left.
64,e58ff098,90'+3,Foul,"Diego Rossi (Columbus Crew) wins a free kick, after being fouled by Tomás Avilés (Inter Miami CF)."
63,e58ff098,90'+3,Attempt Missed,Attempt missed. Dániel Gazdag's (Columbus Crew) with right footed shot from the centre of the box with an xG of 37% misses to the left.
62,e58ff098,90'+2,Attempt Saved,Attempt blocked. Yevhen Cheberko's (Columbus Crew) with left footed shot from the centre of the box with an xG of 4% is blocked by Jordi Alba.
61,e58ff098,90'+1,Substitution,"Substitution: S. Moreira out, A. Herrera in"
60,e58ff098,90'+1,Foul,"Sean Zawadzki (Columbus Crew) wins a free kick, after being fouled by Sergio Busquets (Inter Miami CF)."
59,e58ff098,89',Attempt Missed,Attempt missed. Aziel Jackson's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 3% misses to the left.
58,e58ff098,88',Offside,"Offside, Inter Miami CF. Telasco Segovia is caught offside."
57,e58ff098,88',Substitution,"Substitution: B. Cremaschi out, D. Martínez in"
56,e58ff098,87',Foul,Gonzalo Luján (Inter Miami CF) is shown the yellow card for the foul.
55,e58ff098,87',Foul,"Mohamed Farsi (Columbus Crew) wins a free kick, after being fouled by Gonzalo Luján (Inter Miami CF)."
54,e58ff098,86',Offside,"Offside, Inter Miami CF. Fafà Picault is caught offside."
53,e58ff098,84',Corner,"Corner from the right, (Columbus Crew). Executed by Diego Rossi."
52,e58ff098,84',Attempt Saved,Attempt blocked. Jacen Russell-Rowe's (Columbus Crew) with left footed shot from the centre of the box with an xG of 38% is blocked by Gonzalo Luján.
51,e58ff098,82',Yellow Card,Maximiliano Falcón (Inter Miami CF) is shown the yellow card for poor sportsmanship.
50,e58ff098,81',Foul,"Steven Moreira (Columbus Crew) wins a free kick, after being fouled by Jordi Alba (Inter Miami CF)."
49,e58ff098,80',Attempt Saved,Attempt saved. Max Arfsten's (Columbus Crew) with left footed shot from the left side of the box with an xG of 8% is saved by Oscar Ustari.
48,e58ff098,78',Foul,"Sean Zawadzki (Columbus Crew) wins a free kick, after being fouled by Telasco Segovia (Inter Miami CF)."
47,e58ff098,78',Foul,"Jordi Alba (Inter Miami CF) wins a free kick, after being fouled by Aziel Jackson (Columbus Crew)."
46,e58ff098,77',Substitution,"Substitution: T. Allende out, Fafa Picault in"
45,e58ff098,77',Substitution,"Substitution: Y. Bright out, M. Falcón in"
44,e58ff098,77',Substitution,"Substitution: M. Weigandt out, T. Avilés in"
43,e58ff098,76',Substitution,"Substitution: D. Chambost out, A. Jackson in"
42,e58ff098,74',Attempt Missed,Attempt missed. Dániel Gazdag's (Columbus Crew) with header from the centre of the box with an xG of 17% goes over.
41,e58ff098,72',Foul,"Steven Moreira (Columbus Crew) wins a free kick, after being fouled by Telasco Segovia (Inter Miami CF)."
40,e58ff098,68',Substitution,"Substitution: L. Suárez out, T. Segovia in"
39,e58ff098,60',Attempt Missed,Attempt missed. Diego Rossi's (Columbus Crew) with right footed shot from the centre of the box with an xG of 16% goes over.
38,e58ff098,58',Foul,"Max Arfsten (Columbus Crew) wins a free kick, after being fouled by Sergio Busquets (Inter Miami CF)."
37,e58ff098,56',Foul,"Jacen Russell-Rowe (Columbus Crew) wins a free kick, after being fouled by Gonzalo Luján (Inter Miami CF)."
36,e58ff098,55',Foul,"Sean Zawadzki (Columbus Crew) wins a free kick, after being fouled by Benjamin Cremaschi (Inter Miami CF)."
35,e58ff098,55',Corner,"Corner from the right, (Inter Miami CF). Executed by Lionel Messi."
34,e58ff098,49',Corner,"Corner from the left, (Inter Miami CF). Executed by Jordi Alba."
33,e58ff098,49',Corner,"Corner from the right, (Inter Miami CF). Executed by Lionel Messi."
32,e58ff098,47',Foul,"Marcelo Weigandt (Inter Miami CF) wins a free kick, after being fouled by Max Arfsten (Columbus Crew)."
31,e58ff098,46',Attempt Saved,Attempt saved. Diego Rossi's (Columbus Crew) with right footed shot from the right half-space outside the box with an xG of 5% is saved by Oscar Ustari.
30,e58ff098,HT,Substitution,"Substitution: M. Amundsen out, Y. Cheberko in"
29,e58ff098,45'+2,Corner,"Corner from the right, (Columbus Crew). Executed by Dylan Chambost."
28,e58ff098,45'+1,Attempt Missed,Attempt missed. Lionel Messi's (Inter Miami CF) with left footed shot from the central position outside the box with an xG of 4% misses to the left.
27,e58ff098,45',Attempt Missed,Attempt missed. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 11% goes over to the right.
26,e58ff098,43',Attempt Missed,Jordi Alba (Inter Miami CF) with left footed shot from the central position outside the box with an xG of 2%.
25,e58ff098,43',Corner,"Corner from the right, (Inter Miami CF). Executed by Lionel Messi."
24,e58ff098,42',Attempt Saved,Attempt blocked. Lionel Messi's (Inter Miami CF) with left footed shot from the centre of the box with an xG of 6% is blocked by Steven Moreira.
23,e58ff098,37',Foul,"Darlington Nagbe (Columbus Crew) wins a free kick, after being fouled by Luis Suárez (Inter Miami CF)."
22,e58ff098,37',Foul,"Yannick Bright (Inter Miami CF) wins a free kick, after being fouled by Diego Rossi (Columbus Crew)."
21,e58ff098,36',Foul,"Tadeo Allende (Inter Miami CF) wins a free kick, after being fouled by Malte Amundsen (Columbus Crew)."
20,e58ff098,35',Foul,"Max Arfsten (Columbus Crew) wins a free kick, after being fouled by Marcelo Weigandt (Inter Miami CF)."
19,e58ff098,34',Corner,"Corner from the left, (Inter Miami CF). Executed by Lionel Messi."
18,e58ff098,32',Foul,"Malte Amundsen (Columbus Crew) wins a free kick, after being fouled by Benjamin Cremaschi (Inter Miami CF)."
17,e58ff098,30',Goal,"Goal! 0:1. Benjamin Cremaschi (Inter Miami CF) scored with header from the centre of the box with an xG of 17% to the middle left zone. Assisted by Marcelo Weigandt, second assist by Luis Suárez."
16,e58ff098,30',Corner,"Corner from the left, (Columbus Crew). Executed by Diego Rossi."
15,e58ff098,29',Attempt Saved,Attempt saved. Max Arfsten's (Columbus Crew) with left footed shot from the centre of the box with an xG of 40% is saved by Oscar Ustari.
14,e58ff098,27',Foul,"Lionel Messi (Inter Miami CF) wins a free kick, after being fouled by Max Arfsten (Columbus Crew)."
13,e58ff098,25',Attempt Missed,Attempt missed. Dániel Gazdag's (Columbus Crew) with right footed shot from the right side of the box with an xG of 24% goes over.
12,e58ff098,25',Foul,"Max Arfsten (Columbus Crew) wins a free kick, after being fouled by Benjamin Cremaschi (Inter Miami CF)."
11,e58ff098,23',Attempt Saved,Attempt blocked. Lionel Messi's (Inter Miami CF) with right footed shot from the centre of the box with an xG of 20% is blocked by Malte Amundsen.
10,e58ff098,21',Foul,"Dylan Chambost (Columbus Crew) wins a free kick, after being fouled by Luis Suárez (Inter Miami CF)."
9,e58ff098,20',Foul,"Tadeo Allende (Inter Miami CF) wins a free kick, after being fouled by Steven Moreira (Columbus Crew)."
8,e58ff098,18',Foul,"Mohamed Farsi (Columbus Crew) wins a free kick, after being fouled by Yannick Bright (Inter Miami CF)."
7,e58ff098,17',Foul,"Luis Suárez (Inter Miami CF) wins a free kick, after being fouled by Sean Zawadzki (Columbus Crew)."
6,e58ff098,17',Offside,"Offside, Columbus Crew. Max Arfsten is caught offside."
5,e58ff098,17',Attempt Saved,Attempt blocked. Dylan Chambost's (Columbus Crew) with left footed shot from the centre of the box with an xG of 16% is blocked by Gonzalo Luján.
4,e58ff098,14',Corner,"Corner from the right, (Inter Miami CF). Executed by Lionel Messi."
3,e58ff098,13',Foul,"Lionel Messi (Inter Miami CF) wins a free kick, after being fouled by Dániel Gazdag (Columbus Crew)."
2,e58ff098,10',Foul,"Sergio Busquets (Inter Miami CF) wins a free kick, after being fouled by Darlington Nagbe (Columbus Crew)."
1,e58ff098,5',Foul,"Marcelo Weigandt (Inter Miami CF) wins a free kick, after being fouled by Max Arfsten (Columbus Crew)."
55,c2bbb0c0,90'+6,Attempt Saved,Attempt blocked. Kerwin Vargas's (Charlotte FC) with left footed shot from the centre of the box with an xG of 17% is blocked by Luca Orellano.
54,c2bbb0c0,90'+5,Corner,"Corner from the right, (Charlotte FC). Executed by Eryk Williamson."
53,c2bbb0c0,90'+5,Attempt Saved,Attempt saved. Idan Toklomati's (Charlotte FC) with header from the centre of the box with an xG of 10% is saved by Roman Celentano.
52,c2bbb0c0,90'+4,Foul,"Kerwin Vargas (Charlotte FC) wins a free kick, after being fouled by Evander Da Silva Ferreira (FC Cincinnati)."
51,c2bbb0c0,90'+3,Offside,"Offside, FC Cincinnati. Kévin Denkey is caught offside."
50,c2bbb0c0,90'+3,Attempt Saved,Attempt saved. Evander Da Silva Ferreira's (FC Cincinnati) with right footed shot from the central position outside the box with an xG of 2% is saved by Kristijan Kahlina.
49,c2bbb0c0,90'+2,Foul,"Gerardo Valenzuela (FC Cincinnati) wins a free kick, after being fouled by Ashley Westwood (Charlotte FC)."
48,c2bbb0c0,90'+1,Attempt Missed,Attempt missed. Luca Orellano's (FC Cincinnati) with left footed shot from own half with an xG of 3% misses to the right.
47,c2bbb0c0,90',Attempt Missed,Attempt missed. Idan Toklomati's (Charlotte FC) with left footed shot from the left side of the box with an xG of 8% misses to the left.
46,c2bbb0c0,90',Attempt Saved,Attempt saved. Evander Da Silva Ferreira's (FC Cincinnati) with right footed shot from the central position outside the box with an xG of 3% is saved by Kristijan Kahlina.
45,c2bbb0c0,90',Corner,"Corner from the right, (FC Cincinnati). Executed by Luca Orellano."
44,c2bbb0c0,88',Foul,"Sergio Santos (FC Cincinnati) wins a free kick, after being fouled by Djibril Diani (Charlotte FC)."
43,c2bbb0c0,87',Foul,"Sergio Santos (FC Cincinnati) wins a free kick, after being fouled by Tim Ream (Charlotte FC)."
42,c2bbb0c0,87',Foul,"Djibril Diani (Charlotte FC) wins a free kick, after being fouled by Gerardo Valenzuela (FC Cincinnati)."
41,c2bbb0c0,85',Substitution,"Substitution: P. Biel out, E. Williamson in"
40,c2bbb0c0,85',Substitution,"Substitution: P. Agyemang out, I. Toklomati in"
39,c2bbb0c0,83',Foul,Gilberto Flores (FC Cincinnati) is shown the second yellow (red) card for the foul.
38,c2bbb0c0,83',Foul,"Patrick Agyemang (Charlotte FC) wins a free kick, after being fouled by Gilberto Flores (FC Cincinnati)."
37,c2bbb0c0,82',Foul,"Gerardo Valenzuela (FC Cincinnati) wins a free kick, after being fouled by Djibril Diani (Charlotte FC)."
36,c2bbb0c0,82',Substitution,"Substitution: O. Nwobodo out, G. Valenzuela in"
35,c2bbb0c0,81',Substitution,"Substitution: L. Engel out, C. Baird in"
34,c2bbb0c0,81',Foul,Foul by Sergio Santos (FC Cincinnati).
33,c2bbb0c0,80',Foul,"Pavel Bucha (FC Cincinnati) wins a free kick, after being fouled by Patrick Agyemang (Charlotte FC)."
32,c2bbb0c0,80',Attempt Missed,Attempt missed. Djibril Diani's (Charlotte FC) with left footed shot from the left side of the box with an xG of 6% misses to the right.
31,c2bbb0c0,78',Substitution,"Substitution: B. Bronico out, D. Diani in"
30,c2bbb0c0,78',Attempt Saved,Attempt blocked. Sergio Santos's (FC Cincinnati) with left footed shot from the centre of the box with an xG of 12% is blocked by Andrew Privett.
29,c2bbb0c0,76',Yellow Card,Obinna Nwobodo (FC Cincinnati) is shown the yellow card for poor sportsmanship.
28,c2bbb0c0,75',Attempt Saved,Attempt blocked. Kerwin Vargas's (Charlotte FC) with left footed shot from the right side of the box with an xG of 5% is blocked by Lukas Engel.
27,c2bbb0c0,73',Substitution,"Substitution: Y. Kubo out, S. Santos in"
26,c2bbb0c0,72',Substitution,"Substitution: L. Abada out, K. Vargas in"
25,c2bbb0c0,71',Foul,"Evander Da Silva Ferreira (FC Cincinnati) wins a free kick, after being fouled by Brandt Bronico (Charlotte FC)."
24,c2bbb0c0,69',Foul,"Andrew Privett (Charlotte FC) wins a free kick, after being fouled by Kévin Denkey (FC Cincinnati)."
23,c2bbb0c0,67',Corner,"Corner from the right, (Charlotte FC). Executed by Pep Biel."
22,c2bbb0c0,66',Corner,"Corner from the left, (FC Cincinnati). Executed by Evander Da Silva Ferreira."
21,c2bbb0c0,63',Attempt Saved,Attempt saved. Evander Da Silva Ferreira's (FC Cincinnati) with right footed shot from the centre of the box with an xG of 6% is saved by Kristijan Kahlina.
20,c2bbb0c0,62',Attempt Saved,Attempt saved. Yuya Kubo's (FC Cincinnati) with left footed shot from the centre of the box with an xG of 33% is saved by Kristijan Kahlina.
19,c2bbb0c0,60',Attempt Saved,Attempt blocked. Wilfried Zaha's (Charlotte FC) with left footed shot from the central position outside the box with an xG of 8% is blocked by Gilberto Flores.
18,c2bbb0c0,58',Foul,Foul by Kévin Denkey (FC Cincinnati).
17,c2bbb0c0,57',Foul,"Luca Orellano (FC Cincinnati) wins a free kick, after being fouled by Brandt Bronico (Charlotte FC)."
16,c2bbb0c0,57',Attempt Saved,Attempt saved. Wilfried Zaha's (Charlotte FC) with right footed shot from the central position outside the box with an xG of 5% is saved by Roman Celentano.
15,c2bbb0c0,53',Attempt Saved,Attempt blocked. Yuya Kubo's (FC Cincinnati) with right footed shot from the left side of the box with an xG of 1% is blocked by Adilson Malanda.
14,c2bbb0c0,51',Corner,"Goal! 2:0. Patrick Agyemang (Charlotte FC) scored with left footed shot from the centre of the box with an xG of 12% to the bottom right corner. Assisted by Pep Biel, second assist by Adilson Malanda."
13,c2bbb0c0,48',Goal,Goal! 1:0. Liel Abada (Charlotte FC) scored with right footed shot from the centre of the box with an xG of 24% to the lower left zone.
12,c2bbb0c0,48',Corner,"Corner from the left, (FC Cincinnati). Executed by Evander Da Silva Ferreira."
11,c2bbb0c0,48',Attempt Saved,Attempt saved. Luca Orellano's (FC Cincinnati) with left footed shot from the right half-space outside the box with an xG of 2% is saved by Kristijan Kahlina.
10,c2bbb0c0,45'+3,Corner,"Corner from the left, (FC Cincinnati). Executed by Evander Da Silva Ferreira."
9,c2bbb0c0,45'+2,Attempt Saved,Attempt blocked. Kévin Denkey's (FC Cincinnati) with right footed shot from the central position outside the box with an xG of 2% is blocked by Adilson Malanda.
8,c2bbb0c0,45',Foul,Gilberto Flores (FC Cincinnati) is shown the yellow card for the foul.
7,c2bbb0c0,45',Foul,"Patrick Agyemang (Charlotte FC) wins a free kick, after being fouled by Gilberto Flores (FC Cincinnati)."
6,c2bbb0c0,44',Attempt Missed,Attempt missed. Pavel Bucha's (FC Cincinnati) with right footed shot from the central position outside the box with an xG of 6% misses to the right.
5,c2bbb0c0,41',Foul,"Teenage Hadebe (FC Cincinnati) wins a free kick, after being fouled by Andrew Privett (Charlotte FC)."
4,c2bbb0c0,41',Corner,"Corner from the right, (Charlotte FC). Executed by Pep Biel."
3,c2bbb0c0,40',Corner,"Corner from the right, (Charlotte FC). Executed by Pep Biel."
2,c2bbb0c0,40',Attempt Saved,Attempt blocked. Liel Abada's (Charlotte FC) with right footed shot from the right side of the box with an xG of 11% is blocked by Lukas Engel.
1,c2bbb0c0,34',Foul,"Pep Biel (Charlotte FC) wins a free kick, after being fouled by Teenage Hadebe (FC Cincinnati)."
71,f97c63b6,90'+7,Attempt Saved,Attempt saved. Albert Rusnák's (Seattle Sounders FC) with right footed shot from the central position outside the box with an xG of 5% is saved by Thomas Hasal.
70,f97c63b6,90'+7,Corner,"Corner from the right, (Seattle Sounders FC). Executed by João Paulo Mior."
69,f97c63b6,90'+5,Foul,"David Martínez (Los Angeles Football Club) wins a free kick, after being fouled by João Paulo Mior (Seattle Sounders FC)."
68,f97c63b6,90'+4,Goal,"Goal! 5:2. Albert Rusnák (Seattle Sounders FC) scored with right footed shot from the centre of the box with an xG of 46% to the upper left central zone. Assisted by Georgi Minoungou, second assist by Cristian Roldan."
67,f97c63b6,90'+4,Attempt Saved,Attempt blocked. Paul Rothrock's (Seattle Sounders FC) with header from the centre of the box with an xG of 24% is blocked by Nkosi Tafari.
66,f97c63b6,90'+4,Attempt Saved,Attempt blocked. Alex Roldan's (Seattle Sounders FC) with right footed shot from the centre of the box with an xG of 8% is blocked by Ryan Hollingshead.
65,f97c63b6,90'+3,Offside,"Offside, Los Angeles Football Club. Nathan Ordaz is caught offside."
64,f97c63b6,90'+2,Corner,Goal! 4:2. David Martínez (Los Angeles Football Club) scored with left footed shot from the centre of the box with an xG of 22% to the bottom right corner.
63,f97c63b6,90'+1,Attempt Missed,Attempt missed. Igor Jesus's (Los Angeles Football Club) with right footed shot from the central position outside the box with an xG of 2% goes over to the left.
62,f97c63b6,89',Attempt Missed,Attempt missed. Georgi Minoungou's (Seattle Sounders FC) with right footed shot from the right side of the box with an xG of 3% goes over to the right.
61,f97c63b6,88',Substitution,"Substitution: D. Leyva out, G. Minoungou in"
60,f97c63b6,88',Offside,"Offside, Seattle Sounders FC. Jordan Morris is caught offside."
59,f97c63b6,84',Corner,Goal! 4:1. Cristian Roldan (Seattle Sounders FC) scored with left footed shot from the central position outside the box with an xG of 7% to the bottom left corner. Assisted by Albert Rusnák.
58,f97c63b6,79',Foul,"Yaw Yeboah (Los Angeles Football Club) wins a free kick, after being fouled by Yéimar Gómez (Seattle Sounders FC)."
57,f97c63b6,77',Goal,"Goal! 3:1. Jordan Morris (Seattle Sounders FC) scored with right footed shot from the right side of the box with an xG of 18% to the central bottom zone. Assisted by Paul Rothrock, second assist by Cristian Roldan."
56,f97c63b6,75',Foul,"João Paulo Mior (Seattle Sounders FC) wins a free kick, after being fouled by Nathan Ordaz (Los Angeles Football Club)."
55,f97c63b6,75',Foul,"João Paulo Mior (Seattle Sounders FC) wins a free kick, after being fouled by Olivier Giroud (Los Angeles Football Club)."
54,f97c63b6,74',Attempt Saved,Attempt saved. Paul Rothrock's (Seattle Sounders FC) with right footed shot from the left side of the box with an xG of 5% is saved by Thomas Hasal.
53,f97c63b6,71',Foul,"Adam Saldaña (Los Angeles Football Club) wins a free kick, after being fouled by Paul Rothrock (Seattle Sounders FC)."
52,f97c63b6,71',Attempt Saved,Attempt saved. Albert Rusnák's (Seattle Sounders FC) with right footed shot from the centre of the box with an xG of 7% is saved by Thomas Hasal.
51,f97c63b6,71',Substitution,"Substitution: J. Ferreira out, C. Roldan in"
50,f97c63b6,70',Substitution,"Substitution: K. Kossa-Rienzi out, A. Roldan in"
49,f97c63b6,70',Offside,"Offside, Seattle Sounders FC. Kalani Kossa-Rienzi is caught offside."
48,f97c63b6,69',Foul,Nkosi Tafari (Los Angeles Football Club) is shown the yellow card for the foul.
47,f97c63b6,69',Foul,"Jordan Morris (Seattle Sounders FC) wins a free kick, after being fouled by Nkosi Tafari (Los Angeles Football Club)."
46,f97c63b6,68',Attempt Saved,Attempt saved. Albert Rusnák's (Seattle Sounders FC) with right footed shot from the right side of the box with an xG of 3% is saved by Thomas Hasal.
45,f97c63b6,67',Foul,"Paul Rothrock (Seattle Sounders FC) wins a free kick, after being fouled by Ryan Hollingshead (Los Angeles Football Club)."
44,f97c63b6,67',Corner,"Corner from the right, (Seattle Sounders FC). Executed by Jesús Ferreira."
43,f97c63b6,66',Corner,"Corner from the right, (Seattle Sounders FC). Executed by Jesús Ferreira."
42,f97c63b6,66',Corner,"Corner from the left, (Seattle Sounders FC). Executed by Albert Rusnák."
41,f97c63b6,65',Attempt Saved,Attempt blocked. Jordan Morris's (Seattle Sounders FC) with right footed shot from the centre of the box with an xG of 10% is blocked by Nkosi Tafari.
40,f97c63b6,65',Corner,"Corner from the right, (Seattle Sounders FC). Executed by Albert Rusnák."
39,f97c63b6,65',Substitution,"Substitution: Marlon out, D. Martínez in"
