event_id,match_id,event_minute,event_type,event_comment
84,e93f5eae,90'+13,Attempt Missed,Attempt missed. Dániel Sallói's (Toronto FC) with right footed shot from the right side of the box with an xG of 2% goes over.
83,e93f5eae,90'+12,Corner,"Corner from the right, (Toronto FC). Executed by Jonathan Osorio."
82,e93f5eae,90'+10,Attempt Saved,Attempt blocked. Emilio Aristizábal's (Toronto FC) with right footed shot from the right side of the box with an xG of 3% is blocked by Rob Holding.
81,e93f5eae,90'+9,Foul,"Jonathan Osorio (Toronto FC) wins a free kick, after being fouled by Hamzat Ojediran (Colorado Rapids)."
80,e93f5eae,90'+8,Corner,"Corner from the right, (Toronto FC). Executed by Jonathan Osorio."
79,e93f5eae,90'+6,Attempt Missed,Attempt missed. Emilio Aristizábal's (Toronto FC) with right footed shot from the center of the box with an xG of 49% misses to the left.
78,e93f5eae,90'+5,Corner,"Corner from the right, (Colorado Rapids). Executed by Keegan Rosenberry."
77,e93f5eae,90'+4,Corner,"Corner from the left, (Colorado Rapids). Executed by Keegan Rosenberry."
76,e93f5eae,90'+3,Foul,"Keegan Rosenberry (Colorado Rapids) wins a free kick, after being fouled by José Cifuentes (Toronto FC)."
75,e93f5eae,90'+2,Yellow Card,Hamzat Ojediran (Colorado Rapids) is shown the yellow card
90,39bd6d92,90'+6,Attempt Missed,Attempt missed. Daniel Pinter's (Inter Miami CF) with right footed shot from the right side of the box with an xG of 3% misses to the right.
89,39bd6d92,90'+5,Corner,"Corner from the left, (New York City Football Club). Executed by Maxi Moralez."
88,39bd6d92,90'+5,Attempt Saved,Attempt saved. Aiden O'Neill's (New York City Football Club) with header from the center of the box with an xG of 11% is saved by Dayne St. Clair.
87,39bd6d92,90'+5,Corner,"Corner from the right, (New York City Football Club). Executed by Nicolás Fernández."
86,39bd6d92,90'+3,Foul,Foul by David Ayala (Inter Miami CF).
85,39bd6d92,90'+2,Foul,"Jonathan Shore (New York City Football Club) wins a free kick, after being fouled by David Ruíz (Inter Miami CF)."
84,39bd6d92,90'+2,Foul,Foul by Nicolás Fernández (New York City Football Club).
83,39bd6d92,90'+1,Foul,"Talles Magno (New York City Football Club) wins a free kick, after being fouled by David Ruíz (Inter Miami CF)."
82,39bd6d92,90',Attempt Missed,Attempt missed. Matt Freese's (New York City Football Club) with header from the center of the box with an xG of 8% misses to the left.
81,39bd6d92,90',Corner,"Corner from the right, (New York City Football Club). Executed by Nicolás Fernández."
80,39bd6d92,90',Attempt Saved,Attempt blocked. Talles Magno's (New York City Football Club) with right footed shot from the center of the box with an xG of 14% is blocked by David Ayala.
79,39bd6d92,88',Attempt Missed,Attempt missed. Germán Berterame's (Inter Miami CF) with header from the center of the box goes over.
78,39bd6d92,88',Corner,"Corner from the right, (Inter Miami CF). Executed by Lionel Messi."
77,39bd6d92,86',Substitution,"Substitution: T. Gray out, D. Baiera in"
98,eaff4742,90'+8,Corner,"Corner from the left, (Portland Timbers). Executed by Ariel Lassiter."
97,eaff4742,90'+8,Attempt Saved,Attempt blocked. Kristoffer Velde's (Portland Timbers) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Wayne Frederick.
96,eaff4742,90'+6,Attempt Missed,Attempt missed. Rafael Navarro's (Colorado Rapids) with left footed shot from the left side of the box with an xG of 6% misses to the left.
73,14f38591,90'+14,Foul,"Wessam Abou Ali (Columbus Crew) wins a free kick, after being fouled by Stian Gregersen (Atlanta United)."
72,14f38591,90'+13,Offside,"Offside, Atlanta United. Stian Gregersen is caught offside."
71,14f38591,90'+13,Corner,"Corner from the left, (Atlanta United). Executed by Saba Lobjanidze."
70,14f38591,90'+13,Attempt Saved,Attempt blocked. Cooper Sanchez's (Atlanta United) with left footed shot from the center of the box with an xG of 15% is blocked by Sean Zawadzki.
69,14f38591,90'+13,Attempt Saved,Attempt blocked. Saba Lobjanidze's (Atlanta United) with right footed shot from the left side of the box with an xG of 2% is blocked by Cooper Sanchez.
68,14f38591,90'+8,Foul,"Jay Fortune (Atlanta United) wins a free kick, after being fouled by Taha Habroune (Columbus Crew)."
67,14f38591,90'+7,Offside,"Offside, Columbus Crew. Nariman Akhundzada is caught offside."
66,14f38591,90'+6,Offside,"Offside, Columbus Crew. Hugo Picard is caught offside."
65,14f38591,90'+4,Yellow Card,Dylan Chambost (Columbus Crew) is shown the yellow card
64,14f38591,90'+2,Foul,"Hugo Picard (Columbus Crew) wins a free kick, after being fouled by Elías Báez (Atlanta United)."
63,14f38591,90'+2,Yellow Card,Elías Báez (Atlanta United) is shown the yellow card
62,14f38591,90',Yellow Card,Enea Mihaj (Atlanta United) is shown the yellow card
61,14f38591,90',Foul,"Jamal Thiaré (Columbus Crew) wins a free kick, after being fouled by Enea Mihaj (Atlanta United)."
60,14f38591,90',Substitution,"Substitution: A. Herrera out, N. Akhundzada in"
59,14f38591,87',Attempt Missed,Attempt missed. Wessam Abou Ali's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 3% misses to the left.
58,14f38591,86',Substitution,"Substitution: D. Chambost out, S. Bangoura in"
57,14f38591,86',Substitution,"Substitution: D. Rossi out, J. Thiaré in"
56,14f38591,85',Foul,"Elías Báez (Atlanta United) wins a free kick, after being fouled by Andrés Herrera (Columbus Crew)."
55,14f38591,84',Foul,Foul by Elías Báez (Atlanta United).
54,14f38591,82',Attempt Missed,Attempt missed. Diego Rossi's (Columbus Crew) with right footed shot from the right side of the box with an xG of 7% misses to the right.
53,14f38591,80',Attempt Missed,Attempt missed. Taha Habroune's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 7% misses to the left.
52,14f38591,79',Attempt Saved,Attempt saved. Andrés Herrera's (Columbus Crew) with right footed shot from the right side of the box with an xG of 22% is saved by Lucas Hoyos.
51,14f38591,78',Foul,"Wessam Abou Ali (Columbus Crew) wins a free kick, after being fouled by Matthew Edwards (Atlanta United)."
50,14f38591,76',Foul,"Miguel Almirón (Atlanta United) wins a free kick, after being fouled by Dylan Chambost (Columbus Crew)."
49,14f38591,75',Corner,"Corner from the right, (Columbus Crew). Executed by Dylan Chambost."
48,14f38591,74',Substitution,"Substitution: S. Alzate out, S. Lobjanidze in"
47,14f38591,74',Substitution,"Substitution: T. Jacob out, M. Edwards in"
46,14f38591,74',Attempt Missed,Hugo Picard (Columbus Crew) with header from the center of the box with an xG of 27%.
45,14f38591,74',Corner,"Corner from the left, (Columbus Crew). Executed by Taha Habroune."
44,14f38591,71',Attempt Saved,Attempt saved. Rudy Camacho's (Columbus Crew) with right footed shot from the center of the box with an xG of 18% is saved by Lucas Hoyos.
43,14f38591,71',Corner,"Corner from the left, (Columbus Crew). Executed by Taha Habroune."
42,14f38591,70',Attempt Saved,Attempt blocked. Hugo Picard's (Columbus Crew) with left footed shot from the left side of the box with an xG of 12% is blocked by Stian Gregersen.
41,14f38591,69',Attempt Missed,Attempt missed. Miguel Almirón's (Atlanta United) with left footed shot from the central position outside the box with an xG of 3% misses to the right.
40,14f38591,68',Substitution,"Substitution: A. Gomes out, T. Habroune in"
39,14f38591,68',Substitution,"Substitution: M. Arfsten out, H. Picard in"
38,14f38591,64',Corner,"Corner from the right, (Atlanta United). Executed by Miguel Almirón."
37,14f38591,62',Foul,Foul by Miguel Almirón (Atlanta United).
36,14f38591,61',Goal,"Goal! 1:3. Max Arfsten (Columbus Crew) scored with left footed shot from the center of the box with an xG of 85% to the lower left central zone. Assisted by Andrés Herrera, second assist by Steven Moreira."
35,14f38591,60',Goal,Goal! 1:2. Alexey Miranchuk (Atlanta United) scored with right footed shot from the center of the box to the central zone.
34,14f38591,60',Attempt Saved,Attempt saved. Miguel Almirón's (Atlanta United) with right footed shot from the center of the box with an xG of 76% is saved by Patrick Schulte.
33,14f38591,60',Attempt Saved,Attempt saved. Elías Báez's (Atlanta United) with left footed shot from the left side of the box with an xG of 4% is saved by Patrick Schulte.
32,14f38591,59',Foul,"Steven Alzate (Atlanta United) wins a free kick, after being fouled by Max Arfsten (Columbus Crew)."
31,14f38591,58',Substitution,"Substitution: W. Reilly out, C. Sanchez in"
30,14f38591,58',Substitution,"Substitution: T. Muyumba out, J. Fortune in"
29,14f38591,58',Attempt Missed,Attempt missed. Diego Rossi's (Columbus Crew) with right footed shot from the left side of the box with an xG of 26% goes over.
28,14f38591,56',Offside,"Offside, Atlanta United. Tomás Jacob is caught offside."
27,14f38591,53',Corner,"Goal! 0:2. Wessam Abou Ali (Columbus Crew) scored with right footed shot from the left half-space outside the box with an xG of 4% to the top right corner. Assisted by Dylan Chambost, second assist by Sean Zawadzki."
26,14f38591,52',Foul,"Malte Amundsen (Columbus Crew) wins a free kick, after being fouled by Stian Gregersen (Atlanta United)."
25,14f38591,52',Foul,"Steven Alzate (Atlanta United) wins a free kick, after being fouled by André Gomes (Columbus Crew)."
24,14f38591,50',Foul,"Stian Gregersen (Atlanta United) wins a free kick, after being fouled by Max Arfsten (Columbus Crew)."
23,14f38591,48',Goal,"Goal! 0:1. Wessam Abou Ali (Columbus Crew) scored with header from the center of the box with an xG of 20% to the middle left zone. Assisted by Max Arfsten, second assist by Steven Moreira."
22,14f38591,47',Corner,"Corner from the left, (Columbus Crew). Executed by Diego Rossi."
21,14f38591,45'+2,Foul,"Tristan Muyumba (Atlanta United) wins a free kick, after being fouled by Wessam Abou Ali (Columbus Crew)."
20,14f38591,44',Corner,"Corner from the right, (Columbus Crew). Executed by Dylan Chambost."
19,14f38591,42',Corner,"Corner from the right, (Columbus Crew). Executed by Dylan Chambost."
18,14f38591,40',Attempt Missed,Attempt missed. Miguel Almirón's (Atlanta United) with left footed shot from the central position outside the box with an xG of 4% misses to the left.
17,14f38591,38',Attempt Saved,Attempt saved. André Gomes's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 4% is saved by Lucas Hoyos.
16,14f38591,38',Attempt Missed,Wessam Abou Ali (Columbus Crew) with right footed shot from the center of the box with an xG of 13%.
15,14f38591,35',Corner,"Corner from the right, (Atlanta United). Executed by Alexey Miranchuk."
14,14f38591,34',Attempt Saved,Attempt saved. Steven Alzate's (Atlanta United) with right footed shot from the central position outside the box with an xG of 4% is saved by Patrick Schulte.
13,14f38591,29',Foul,"Will Reilly (Atlanta United) wins a free kick, after being fouled by Diego Rossi (Columbus Crew)."
12,14f38591,26',Attempt Saved,Attempt blocked. Wessam Abou Ali's (Columbus Crew) with right footed shot from the right half-space outside the box with an xG of 2% is blocked by Tristan Muyumba.
11,14f38591,24',Offside,"Offside, Columbus Crew. Max Arfsten is caught offside."
10,14f38591,23',Offside,"Offside, Columbus Crew. Andrés Herrera is caught offside."
9,14f38591,22',Corner,"Corner from the right, (Columbus Crew). Executed by Dylan Chambost."
8,14f38591,17',Attempt Missed,Attempt missed. Malte Amundsen's (Columbus Crew) with left footed shot from the left half-space outside the box with an xG of 2% misses to the right.
7,14f38591,15',Foul,"Max Arfsten (Columbus Crew) wins a free kick, after being fouled by Will Reilly (Atlanta United)."
6,14f38591,15',Corner,"Corner from the left, (Atlanta United). Executed by Tristan Muyumba."
5,14f38591,10',Foul,"Wessam Abou Ali (Columbus Crew) wins a free kick, after being fouled by Stian Gregersen (Atlanta United)."
4,14f38591,9',Attempt Missed,Attempt missed. Dylan Chambost's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 3% goes over to the right.
3,14f38591,7',Foul,"Emmanuel Latte Lath (Atlanta United) wins a free kick, after being fouled by André Gomes (Columbus Crew)."
2,14f38591,6',Attempt Saved,Attempt saved. Diego Rossi's (Columbus Crew) with header from the center of the box with an xG of 7% is saved by Lucas Hoyos.
1,14f38591,5',Corner,"Corner from the right, (Columbus Crew). Executed by Dylan Chambost."
85,2928908a,90'+4,Corner,Goal! 3:0. Peyton Miller (New England Revolution) scored with left footed shot from the right side of the box with an xG of 18% to the bottom left corner.
84,2928908a,90'+2,Foul,"Hennadii Synchuk (CF Montréal) wins a free kick, after being fouled by Will Sands (New England Revolution)."
83,2928908a,90'+2,Foul,"Carles Gil (New England Revolution) wins a free kick, after being fouled by Victor Loturi (CF Montréal)."
82,2928908a,90'+1,Attempt Saved,Attempt blocked. Hennadii Synchuk's (CF Montréal) with right footed shot from the right side of the box with an xG of 10% is blocked by Mamadou Fofana.
81,2928908a,90',Foul,"Brooklyn Raines (New England Revolution) wins a free kick, after being fouled by Victor Loturi (CF Montréal)."
80,2928908a,88',Attempt Missed,Attempt missed. Matty Longstaff's (CF Montréal) with left footed shot from the center of the box with an xG of 26% misses to the left.
79,2928908a,88',Attempt Saved,Attempt blocked. Iván Jaime's (CF Montréal) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Brooklyn Raines.
78,2928908a,88',Corner,"Corner from the right, (CF Montréal). Executed by Olger Escobar."
77,2928908a,86',Foul,"Victor Loturi (CF Montréal) wins a free kick, after being fouled by Jackson Yueill (New England Revolution)."
76,2928908a,86',Attempt Missed,Hennadii Synchuk (CF Montréal) with header from the center of the box with an xG of 13%.
75,2928908a,85',Substitution,"Substitution: L. Langoni out, J. Yueill in"
74,2928908a,85',Offside,"Offside, New England Revolution. Peyton Miller is caught offside."
73,2928908a,84',Foul,"Iván Jaime (CF Montréal) wins a free kick, after being fouled by Brayan Ceballos (New England Revolution)."
72,2928908a,83',Attempt Saved,Attempt blocked. Olger Escobar's (CF Montréal) with left footed shot from the central position outside the box with an xG of 4% is blocked by Brayan Ceballos.
71,2928908a,83',Attempt Saved,Attempt blocked. Iván Jaime's (CF Montréal) with right footed shot from the central position outside the box with an xG of 3% is blocked by Brayan Ceballos.
70,2928908a,83',Corner,"Corner from the left, (CF Montréal). Executed by Iván Jaime."
69,2928908a,79',Substitution,"Substitution: B. Craig out, N. Streit in"
68,2928908a,79',Substitution,"Substitution: W. Carmona out, O. Escobar in"
67,2928908a,77',Goal,Goal! 2:0. Mamadou Fofana (New England Revolution) scored with right footed shot from the center of the box with an xG of 45% to the upper left central zone. Assisted by Luca Langoni.
66,2928908a,76',Foul,"Dor Turgeman (New England Revolution) wins a free kick, after being fouled by Efraín Morales (CF Montréal)."
65,2928908a,75',Foul,"Carles Gil (New England Revolution) wins a free kick, after being fouled by Iván Jaime (CF Montréal)."
64,2928908a,74',Attempt Missed,Attempt missed. Dawid Bugaj's (CF Montréal) with right footed shot from the right side of the box with an xG of 5% misses to the right.
63,2928908a,73',Foul,"Iván Jaime (CF Montréal) wins a free kick, after being fouled by Ilay Feingold (New England Revolution)."
62,2928908a,72',Foul,"Iván Jaime (CF Montréal) wins a free kick, after being fouled by Brayan Ceballos (New England Revolution)."
61,2928908a,71',Attempt Missed,Attempt missed. Prince Owusu's (CF Montréal) with left footed shot from the right half-space outside the box with an xG of 5% goes over.
60,2928908a,70',Attempt Missed,Attempt missed. Prince Owusu's (CF Montréal) with left footed shot from the left side of the box with an xG of 7% goes over.
59,2928908a,69',Yellow Card,Brandan Craig (CF Montréal) is shown the yellow card
58,2928908a,69',Foul,"Dor Turgeman (New England Revolution) wins a free kick, after being fouled by Brandan Craig (CF Montréal)."
57,2928908a,65',Yellow Card,Wikelman Carmona (CF Montréal) is shown the yellow card
56,2928908a,64',Foul,"Brooklyn Raines (New England Revolution) wins a free kick, after being fouled by Wikelman Carmona (CF Montréal)."
55,2928908a,63',Substitution,"Substitution: G. Yow out, P. Miller in"
54,2928908a,61',Foul,"Efraín Morales (CF Montréal) wins a free kick, after being fouled by Luca Langoni (New England Revolution)."
53,2928908a,61',Attempt Saved,Attempt saved. Luca Langoni's (New England Revolution) with right footed shot from the right side of the box with an xG of 6% is saved by Thomas Gillier.
52,2928908a,58',Attempt Saved,Attempt saved. Hennadii Synchuk's (CF Montréal) with header from the center of the box with an xG of 39% is saved by Matt Turner.
51,2928908a,58',Post,Dawid Bugaj (CF Montréal) hits the cross bar from the central position outside the box with an xG of 3%.
50,2928908a,57',Foul,Foul by Iván Jaime (CF Montréal).
49,2928908a,56',Attempt Missed,Attempt missed. Griffin Yow's (New England Revolution) with left footed shot from the left side of the box with an xG of 7% misses to the right.
48,2928908a,56',Attempt Saved,Attempt saved. Carles Gil's (New England Revolution) with left footed shot from the central position outside the box with an xG of 6% is saved by Thomas Gillier.
47,2928908a,54',Foul,"Ilay Feingold (New England Revolution) wins a free kick, after being fouled by Iván Jaime (CF Montréal)."
46,2928908a,53',Yellow Card,Hennadii Synchuk (CF Montréal) is shown the yellow card
45,2928908a,53',Foul,"Dor Turgeman (New England Revolution) wins a free kick, after being fouled by Hennadii Synchuk (CF Montréal)."
44,2928908a,52',Foul,"Matty Longstaff (CF Montréal) wins a free kick, after being fouled by Alhassan Yusuf (New England Revolution)."
43,2928908a,49',Attempt Missed,Attempt missed. Hennadii Synchuk's (CF Montréal) with header from the center of the box with an xG of 17% goes over to the right.
42,2928908a,48',Foul,"Iván Jaime (CF Montréal) wins a free kick, after being fouled by Ilay Feingold (New England Revolution)."
41,2928908a,47',Foul,"Brayan Ceballos (New England Revolution) wins a free kick, after being fouled by Prince Owusu (CF Montréal)."
40,2928908a,47',Attempt Saved,Attempt blocked. Ilay Feingold's (New England Revolution) with right footed shot from the right side of the box with an xG of 3% is blocked by Efraín Morales.
39,2928908a,HT,Substitution,"Substitution: D. Thórhallsson out, H. Synchuk in"
38,2928908a,45'+7,Attempt Saved,Attempt saved. Dawid Bugaj's (CF Montréal) with right footed shot from the central position outside the box with an xG of 3% is saved by Matt Turner.
37,2928908a,45'+5,Attempt Missed,Attempt missed. Luca Langoni's (New England Revolution) with right footed shot from the right side of the box with an xG of 13% misses to the left.
36,2928908a,45'+3,Foul,"Dor Turgeman (New England Revolution) wins a free kick, after being fouled by Matty Longstaff (CF Montréal)."
35,2928908a,45'+1,Post,Iván Jaime (CF Montréal) hits the right post from the left half-space outside the box with an xG of 2%.
34,2928908a,45',Foul,"Dawid Bugaj (CF Montréal) wins a free kick, after being fouled by Griffin Yow (New England Revolution)."
33,2928908a,44',Foul,"Alhassan Yusuf (New England Revolution) wins a free kick, after being fouled by Wikelman Carmona (CF Montréal)."
32,2928908a,43',Attempt Saved,Attempt saved. Prince Owusu's (CF Montréal) with header from the center of the box with an xG of 12% is saved by Matt Turner.
31,2928908a,42',Foul,"Carles Gil (New England Revolution) wins a free kick, after being fouled by Wikelman Carmona (CF Montréal)."
30,2928908a,40',Attempt Missed,Attempt missed. Dagur Thórhallsson's (CF Montréal) with right footed shot from the right side of the box with an xG of 8% misses to the left.
29,2928908a,39',Substitution,"Substitution: M. Polster out, A. Yusuf in"
28,2928908a,33',Yellow Card,Will Sands (New England Revolution) is shown the yellow card
27,2928908a,33',Foul,"Dagur Thórhallsson (CF Montréal) wins a free kick, after being fouled by Will Sands (New England Revolution)."
26,2928908a,33',Attempt Saved,Attempt saved. Brandan Craig's (CF Montréal) with header from the center of the box with an xG of 16% is saved by Matt Turner.
25,2928908a,32',Corner,"Corner from the left, (CF Montréal). Executed by Iván Jaime."
24,2928908a,31',Corner,"Corner from the left, (CF Montréal). Executed by Iván Jaime."
23,2928908a,27',Yellow Card,Brooklyn Raines (New England Revolution) is shown the yellow card
22,2928908a,27',Foul,"Iván Jaime (CF Montréal) wins a free kick, after being fouled by Brooklyn Raines (New England Revolution)."
21,2928908a,25',Foul,"Brayan Ceballos (New England Revolution) wins a free kick, after being fouled by Iván Jaime (CF Montréal)."
20,2928908a,23',Foul,"Matt Polster (New England Revolution) wins a free kick, after being fouled by Wikelman Carmona (CF Montréal)."
19,2928908a,23',Foul,"Luca Langoni (New England Revolution) wins a free kick, after being fouled by Victor Loturi (CF Montréal)."
18,2928908a,22',Foul,Foul by Dagur Thórhallsson (CF Montréal).
17,2928908a,21',Foul,"Matty Longstaff (CF Montréal) wins a free kick, after being fouled by Brooklyn Raines (New England Revolution)."
16,2928908a,20',Corner,"Corner from the left, (CF Montréal). Executed by Iván Jaime."
15,2928908a,19',Foul,"Wikelman Carmona (CF Montréal) wins a free kick, after being fouled by Matt Polster (New England Revolution)."
14,2928908a,18',Foul,"Efraín Morales (CF Montréal) wins a free kick, after being fouled by Will Sands (New England Revolution)."
13,2928908a,17',Foul,"Carles Gil (New England Revolution) wins a free kick, after being fouled by Victor Loturi (CF Montréal)."
12,2928908a,16',Post,Dor Turgeman (New England Revolution) hits the left post from the center of the box with an xG of 37%.
11,2928908a,15',Corner,"Corner from the right, (New England Revolution). Executed by Carles Gil."
10,2928908a,14',Foul,"Brayan Ceballos (New England Revolution) wins a free kick, after being fouled by Prince Owusu (CF Montréal)."
9,2928908a,12',Foul,"Matt Polster (New England Revolution) wins a free kick, after being fouled by Wikelman Carmona (CF Montréal)."
8,2928908a,12',Attempt Missed,Attempt missed. Efraín Morales's (CF Montréal) with header from the center of the box with an xG of 19% goes over.
7,2928908a,11',Foul,"Iván Jaime (CF Montréal) wins a free kick, after being fouled by Brooklyn Raines (New England Revolution)."
6,2928908a,10',Foul,Foul by Prince Owusu (CF Montréal).
5,2928908a,8',Foul,"Dagur Thórhallsson (CF Montréal) wins a free kick, after being fouled by Brooklyn Raines (New England Revolution)."
4,2928908a,7',Foul,"Will Sands (New England Revolution) wins a free kick, after being fouled by Prince Owusu (CF Montréal)."
3,2928908a,6',Corner,Goal! 1:0. Luca Langoni (New England Revolution) scored with left footed shot from the center of the box with an xG of 28% to the bottom left corner.
2,2928908a,6',Attempt Saved,Attempt saved. Dor Turgeman's (New England Revolution) with left footed shot from the center of the box with an xG of 45% is saved by Thomas Gillier.
1,2928908a,5',Foul,"Dor Turgeman (New England Revolution) wins a free kick, after being fouled by Efraín Morales (CF Montréal)."
63,612e8d86,90'+6,Corner,"Corner from the right, (Houston Dynamo FC). Executed by Guilherme Santos."
62,612e8d86,90'+6,Corner,"Corner from the right, (Houston Dynamo FC). Executed by Guilherme Santos."
61,612e8d86,90'+5,Foul,"Guilherme Santos (Houston Dynamo FC) wins a free kick, after being fouled by Alex Roldan (Seattle Sounders FC)."
60,612e8d86,90'+2,Substitution,"Substitution: A. Resch out, S. Vines in"
59,612e8d86,90'+2,Attempt Missed,Attempt missed. Felipe Andrade's (Houston Dynamo FC) with header from the center of the box with an xG of 19% goes over.
58,612e8d86,90'+2,Corner,"Corner from the left, (Houston Dynamo FC). Executed by Guilherme Santos."
57,612e8d86,90'+1,Attempt Saved,Attempt saved. Ondřej Lingr's (Houston Dynamo FC) with right footed shot from the right side of the box with an xG of 2% is saved by Andrew Thomas.
56,612e8d86,89',Foul,"Guilherme Santos (Houston Dynamo FC) wins a free kick, after being fouled by Peter Kingston (Seattle Sounders FC)."
55,612e8d86,88',Substitution,"Substitution: P. Rothrock out, A. Roldan in"
54,612e8d86,88',Substitution,"Substitution: L. Ennali out, I. Aliyu in"
53,612e8d86,88',Substitution,"Substitution: D. Samassékou out, H. Herrera in"
52,612e8d86,87',Foul,"Ondřej Lingr (Houston Dynamo FC) wins a free kick, after being fouled by Paul Rothrock (Seattle Sounders FC)."
51,612e8d86,87',Attempt Saved,Attempt blocked. Mateusz Bogusz's (Houston Dynamo FC) with right footed shot from the right half-space outside the box with an xG of 2% is blocked by Paul Rothrock.
50,612e8d86,83',Goal,"Goal! 0:1. Paul Rothrock (Seattle Sounders FC) scored with right footed shot from the center of the box with an xG of 20% to the upper right central zone. Assisted by Jordan Morris, second assist by Kalani Kossa-Rienzi."
49,612e8d86,82',Attempt Saved,Attempt blocked. Peter Kingston's (Seattle Sounders FC) with right footed shot from the right side of the box with an xG of 8% is blocked by Agustin Resch.
48,612e8d86,82',Attempt Saved,Attempt blocked. Albert Rusnák's (Seattle Sounders FC) with right footed shot from the central position outside the box with an xG of 6% is blocked by Diadié Samassékou.
47,612e8d86,81',Substitution,"Substitution: S. Brunell out, P. Kingston in"
46,612e8d86,81',Foul,"Nouhou Tolo (Seattle Sounders FC) wins a free kick, after being fouled by Guilherme Santos (Houston Dynamo FC)."
45,612e8d86,79',Corner,"Corner from the right, (Houston Dynamo FC). Executed by Guilherme Santos."
44,612e8d86,78',Foul,"Mateusz Bogusz (Houston Dynamo FC) wins a free kick, after being fouled by Nouhou Tolo (Seattle Sounders FC)."
43,612e8d86,75',Substitution,"Substitution: D. Holmes out, O. Lingr in"
42,612e8d86,72',Yellow Card,Jackson Ragen (Seattle Sounders FC) is shown the yellow card
41,612e8d86,72',Foul,"Ezequiel Ponce (Houston Dynamo FC) wins a free kick, after being fouled by Jackson Ragen (Seattle Sounders FC)."
40,612e8d86,69',Offside,"Offside, Seattle Sounders FC. Jordan Morris is caught offside."
39,612e8d86,68',Foul,"Mateusz Bogusz (Houston Dynamo FC) wins a free kick, after being fouled by Hassani Dotson (Seattle Sounders FC)."
38,612e8d86,65',Attempt Saved,Attempt saved. Mateusz Bogusz's (Houston Dynamo FC) with left footed shot from the left side of the box with an xG of 3% is saved by Andrew Thomas.
37,612e8d86,63',Foul,"Guilherme Santos (Houston Dynamo FC) wins a free kick, after being fouled by Snyder Brunell (Seattle Sounders FC)."
36,612e8d86,62',Foul,"Mateusz Bogusz (Houston Dynamo FC) wins a free kick, after being fouled by Antino Lopez (Seattle Sounders FC)."
35,612e8d86,62',Foul,"Agustín Bouzat (Houston Dynamo FC) wins a free kick, after being fouled by Hassani Dotson (Seattle Sounders FC)."
34,612e8d86,61',Substitution,"Substitution: D. Musovski out, J. Morris in"
33,612e8d86,61',Substitution,"Substitution: P. Arriola out, H. Dotson in"
32,612e8d86,61',Substitution,"Substitution: J. Ferreira out, A. Rusnák in"
31,612e8d86,60',Corner,"Corner from the right, (Houston Dynamo FC). Executed by Mateusz Bogusz."
30,612e8d86,56',Offside,"Offside, Houston Dynamo FC. Lawrence Ennali is caught offside."
29,612e8d86,54',Yellow Card,Paul Rothrock (Seattle Sounders FC) is shown the yellow card
28,612e8d86,54',Foul,"Lawrence Ennali (Houston Dynamo FC) wins a free kick, after being fouled by Kalani Kossa-Rienzi (Seattle Sounders FC)."
27,612e8d86,49',Corner,"Corner from the left, (Seattle Sounders FC). Executed by Jesús Ferreira."
26,612e8d86,47',Attempt Saved,Attempt saved. Guilherme Santos's (Houston Dynamo FC) with right footed shot from the left side of the box with an xG of 26% is saved by Andrew Thomas.
25,612e8d86,HT,Substitution,"Substitution: F. Negri out, A. Resch in"
24,612e8d86,45',Foul,Foul by Paul Rothrock (Seattle Sounders FC).
23,612e8d86,44',Corner,"Corner from the left, (Seattle Sounders FC). Executed by Jesús Ferreira."
22,612e8d86,42',Foul,"Paul Rothrock (Seattle Sounders FC) wins a free kick, after being fouled by Felipe Andrade (Houston Dynamo FC)."
21,612e8d86,38',Yellow Card,Felipe Andrade (Houston Dynamo FC) is shown the yellow card
20,612e8d86,38',Foul,"Paul Rothrock (Seattle Sounders FC) wins a free kick, after being fouled by Felipe Andrade (Houston Dynamo FC)."
19,612e8d86,35',Foul,"Snyder Brunell (Seattle Sounders FC) wins a free kick, after being fouled by Antônio Carlos (Houston Dynamo FC)."
18,612e8d86,35',Corner,"Corner from the left, (Houston Dynamo FC). Executed by Guilherme Santos."
17,612e8d86,35',Attempt Saved,Attempt blocked. Agustín Bouzat's (Houston Dynamo FC) with left footed shot from the right half-space outside the box with an xG of 3% is blocked by Jackson Ragen.
16,612e8d86,33',Attempt Missed,Attempt missed. Mateusz Bogusz's (Houston Dynamo FC) with right footed shot from the right half-space outside the box with an xG of 3% misses to the left.
15,612e8d86,31',Attempt Missed,Attempt missed. Franco Negri's (Houston Dynamo FC) with header from the right side of the box with an xG of 4% misses to the right.
14,612e8d86,31',Corner,"Corner from the left, (Houston Dynamo FC). Executed by Guilherme Santos."
13,612e8d86,29',Attempt Missed,Attempt missed. Felipe Andrade's (Houston Dynamo FC) with header from the center of the box with an xG of 13% misses to the right.
12,612e8d86,29',Corner,"Corner from the left, (Houston Dynamo FC). Executed by Guilherme Santos."
